qe,qs,x,ref,erro,s,value_s,a,value_a,next_s,value_next_s,reward,done
3.3619310742759465,3.6104427956145972,3.2588259791281713,6.0,-2.7411740208718287,927,-2.73,79,0.79,926,-2.74,0,False
3.792971891056506,3.6166503878310867,3.270038876978495,6.0,-2.729961123021505,926,-2.74,89,0.89,927,-2.73,0,False
3.3638894097714545,3.6080519916503975,3.2545114495870626,6.0,-2.7454885504129374,927,-2.73,79,0.79,925,-2.75,0,False
3.9610984715095383,3.6200560774524955,3.2761993652766677,6.0,-2.7238006347233323,925,-2.75,93,0.93,928,-2.72,0,False
3.2787336822967754,3.6084506485758125,3.255231279318557,6.0,-2.744768720681443,928,-2.72,77,0.77,926,-2.74,0,False
3.795124832673208,3.6148028133208583,3.266698688577131,6.0,-2.733301311422869,926,-2.74,89,0.89,927,-2.73,0,False
3.383127534253384,3.6069184523000892,3.252466695488882,6.0,-2.747533304511118,927,-2.73,79,0.79,925,-2.75,0,False
3.9756273732812235,3.6194579141339807,3.2751166712760345,6.0,-2.7248833287239655,925,-2.75,93,0.93,928,-2.72,0,False
3.307382679760319,3.6088465027151053,3.2559453276766037,6.0,-2.7440546723233963,928,-2.72,77,0.77,926,-2.74,0,False
3.819164741159611,3.6160014095880224,3.2688652505156908,6.0,-2.7311347494843092,926,-2.74,89,0.89,927,-2.73,0,False
3.401173846825078,3.6086932511567333,3.2556681460098256,6.0,-2.7443318539901744,927,-2.73,79,0.79,926,-2.74,0,False
3.825786225981,3.616078318673714,3.269004263038763,6.0,-2.730995736961237,926,-2.74,89,0.89,927,-2.73,0,False
3.409615004633172,3.6090550741166787,3.256320976654376,6.0,-2.743679023345624,927,-2.73,79,0.79,926,-2.74,0,False
3.7894461438919502,3.6151921599188226,3.267402470354235,6.0,-2.732597529645765,926,-2.74,90,0.9,927,-2.73,0,False
3.336337660828651,3.605701257152908,3.2502722238319484,6.0,-2.7497277761680516,927,-2.73,79,0.79,925,-2.75,0,False
3.9273808454287424,3.616647585085202,3.2700329813866302,6.0,-2.7299670186133698,925,-2.75,93,0.93,927,-2.73,0,False
3.9051615138317057,3.6264357930486133,3.2877573869084933,6.0,-2.7122426130915067,927,-2.73,94,0.94,929,-2.71,0,False
4.511252278766558,3.656295232702415,3.3421188101859602,6.0,-2.6578811898140398,929,-2.71,109,1.09,934,-2.66,0,False
4.027423571241019,3.6687464341535407,3.3649229179352904,6.0,-2.6350770820647096,934,-2.66,98,0.98,936,-2.64,0,False
4.384550218464378,3.6926482457236647,3.4089087912034923,6.0,-2.5910912087965077,936,-2.64,107,1.07,941,-2.59,0,False
3.5763842373695924,3.6887739762006526,3.4017640786388497,6.0,-2.5982359213611503,941,-2.59,87,0.87,940,-2.6,0,False
4.306372612883888,3.7092974640218017,3.439718475394194,6.0,-2.560281524605806,940,-2.6,105,1.05,944,-2.56,0,False
4.16789797806587,3.7244633357859094,3.4679041965048496,6.0,-2.5320958034951504,944,-2.56,102,1.02,947,-2.53,0,False
4.360204681899126,3.7453883314803003,3.506979967750851,6.0,-2.493020032249149,947,-2.53,107,1.07,951,-2.49,0,False
3.66344498785374,3.7426956457562484,3.5019431627930135,6.0,-2.4980568372069865,951,-2.49,90,0.9,950,-2.5,0,False
4.006068966132956,3.7513378095073704,3.5181323392590964,6.0,-2.4818676607409036,950,-2.5,99,0.99,952,-2.48,0,False
3.5321228306669927,3.744145308302366,3.5046573490715653,6.0,-2.4953426509284347,952,-2.48,87,0.87,950,-2.5,0,False
4.016328645127578,3.7530732474468222,3.5213881520374226,6.0,-2.4786118479625774,950,-2.5,99,0.99,952,-2.48,0,False
0.040765492082485956,3.629434764750433,3.2932323237059724,6.0,-2.7067676762940276,952,-2.48,1,0.01,929,-2.71,0,False
4.412978273660706,3.6558858704624253,3.341370977549465,6.0,-2.658629022450535,929,-2.71,109,1.09,934,-2.66,0,False
3.968599342753265,3.6663810669342674,3.3605856780122427,6.0,-2.6394143219877573,934,-2.66,98,0.98,936,-2.64,0,False
4.32222729284176,3.6883005813532956,3.4008866151606174,6.0,-2.5991133848393826,936,-2.64,107,1.07,940,-2.6,0,False
4.217024114606071,3.7058775611443697,3.433379137369665,6.0,-2.566620862630335,940,-2.6,105,1.05,943,-2.57,0,False
3.7817180986603183,3.7083908586800445,3.4380402378715718,6.0,-2.5619597621284282,943,-2.57,94,0.94,944,-2.56,0,False
0.0,3.583371608624652,3.2101720827643643,6.0,-2.7898279172356357,944,-2.56,0,0.0,921,-2.79,0,False
3.7843266999114045,3.5902732316412167,3.222514210079964,6.0,-2.777485789920036,921,-2.79,92,0.92,922,-2.78,0,False
4.149858235221428,3.609371613952748,3.2568875460321283,6.0,-2.7431124539678717,922,-2.78,101,1.01,926,-2.74,0,False
3.6659630192823216,3.6112958582609958,3.2603640871492936,6.0,-2.7396359128507064,926,-2.74,89,0.89,926,-2.74,0,False
3.674853458240709,3.613457568777186,3.264268500420818,6.0,-2.735731499579182,926,-2.74,89,0.89,926,-2.74,0,False
3.6717982825620026,3.615440686757371,3.267852472946893,6.0,-2.732147527053107,926,-2.74,89,0.89,927,-2.73,0,False
0.12528216110191315,3.4948268130269677,3.0534869457442237,6.0,-2.9465130542557763,927,-2.73,3,0.03,905,-2.95,0,False
3.8869374485316492,3.5085966844261236,3.0775601629470617,6.0,-2.9224398370529383,905,-2.95,93,0.93,908,-2.92,0,False
3.6362655451071255,3.5130613383052016,3.0853991482737233,6.0,-2.9146008517262767,908,-2.92,87,0.87,909,-2.91,0,False
4.123269554086829,3.534329779822752,3.122868006156753,6.0,-2.877131993843247,909,-2.91,99,0.99,912,-2.88,0,False
4.076934060392266,3.553135277206474,3.15618925162003,6.0,-2.84381074837997,912,-2.88,98,0.98,916,-2.84,0,False
3.7839515312533933,3.5611044511550536,3.1703647630850282,6.0,-2.8296352369149718,916,-2.84,91,0.91,917,-2.83,0,False
4.470002848151799,3.5923215771752774,3.2261883928131194,6.0,-2.7738116071868806,917,-2.83,108,1.08,923,-2.77,0,False
4.166430293203823,3.611901309349024,3.2614543762682398,6.0,-2.7385456237317602,923,-2.77,101,1.01,926,-2.74,0,False
3.672702649005503,3.6139673302058415,3.265189583344882,6.0,-2.734810416655118,926,-2.74,89,0.89,927,-2.73,0,False
3.267124883156167,3.6021552710469726,3.243882953913374,6.0,-2.756117046086626,927,-2.73,79,0.79,924,-2.76,0,False
4.251701167770297,3.6242452326679233,3.283784603225397,6.0,-2.716215396774603,924,-2.76,103,1.03,928,-2.72,0,False
3.831161655034297,3.631252092972923,3.296496673783167,6.0,-2.703503326216833,928,-2.72,93,0.93,930,-2.7,0,False
0.041219193859460206,3.507675465996243,3.0759810673852965,6.0,-2.9240189326147035,930,-2.7,1,0.01,908,-2.92,0,False
3.589555708655149,3.510559978960863,3.081007296819418,6.0,-2.918992703180582,908,-2.92,87,0.87,908,-2.92,0,False
3.5658154835821687,3.51249222296376,3.0844000356508436,6.0,-2.9155999643491564,908,-2.92,87,0.87,908,-2.92,0,False
3.577168581197996,3.5147527282565787,3.0883712549941964,6.0,-2.9116287450058036,908,-2.92,87,0.87,909,-2.91,0,False
4.068477394824486,3.5340489055091644,3.1223719947752686,6.0,-2.8776280052247314,909,-2.91,99,0.99,912,-2.88,0,False
4.026577520355811,3.5511243360952878,3.152617973041655,6.0,-2.847382026958345,912,-2.88,98,0.98,915,-2.85,0,False
3.6258407817221667,3.5537063066967285,3.15720664306005,6.0,-2.84279335693995,915,-2.85,88,0.88,916,-2.84,0,False
3.756265141626092,3.5607010292573884,3.16964666451604,6.0,-2.83035333548396,916,-2.84,91,0.91,917,-2.83,0,False
4.428994486123869,3.5905326271590745,3.2229761500374976,6.0,-2.7770238499625024,917,-2.83,108,1.08,922,-2.78,0,False
3.418630120096539,3.584642939340914,3.2124173811934935,6.0,-2.7875826188065065,922,-2.78,83,0.83,921,-2.79,0,False
3.795120942997933,3.591850200808311,3.225345649796147,6.0,-2.774654350203853,921,-2.79,92,0.92,923,-2.77,0,False
4.152905013230685,3.6109903666659324,3.2598095360082917,6.0,-2.7401904639917083,923,-2.77,101,1.01,926,-2.74,0,False
3.668570347355122,3.61294738179691,3.2633468332282614,6.0,-2.7366531667717386,926,-2.74,89,0.89,926,-2.74,0,False
3.66993914295763,3.61488494208352,3.266847927522068,6.0,-2.733152072477932,926,-2.74,89,0.89,927,-2.73,0,False
3.2685109914463735,3.6030918296199816,3.2455699834366323,6.0,-2.7544300165633677,927,-2.73,79,0.79,925,-2.75,0,False
3.8441990999966915,3.6113057991434703,3.2603809075071712,6.0,-2.7396190924928288,925,-2.75,93,0.93,926,-2.74,0,False
3.6650526064453017,3.6131332720125573,3.2636826716790965,6.0,-2.7363173283209035,926,-2.74,89,0.89,926,-2.74,0,False
3.6739708511901483,3.6152014636344707,3.2674200231092287,6.0,-2.7325799768907713,926,-2.74,89,0.89,927,-2.73,0,False
3.268221235547758,3.6033886830651496,3.2461048043749017,6.0,-2.7538951956250983,927,-2.73,79,0.79,925,-2.75,0,False
2.442221823888394,3.563578021826716,3.1747806981148883,6.0,-2.8252193018851117,925,-2.75,59,0.59,917,-2.83,0,False
4.455383429726623,3.5941952361008385,3.2295547537167857,6.0,-2.7704452462832143,917,-2.83,108,1.08,923,-2.77,0,False
4.153126440865382,3.6132489584738505,3.2638887036318733,6.0,-2.7361112963681267,923,-2.77,101,1.01,926,-2.74,0,False
3.6687597950149815,3.615134452083034,3.267298927350096,6.0,-2.732701072649904,926,-2.74,89,0.89,927,-2.73,0,False
3.246120910202503,3.6025700619307743,3.244630220455202,6.0,-2.755369779544798,927,-2.73,80,0.8,924,-2.76,0,False
4.171275524430286,3.6219161117640577,3.2795657370083813,6.0,-2.7204342629916187,924,-2.76,103,1.03,928,-2.72,0,False
3.7729057883226313,3.6270333484849338,3.2888417947643767,6.0,-2.7111582052356233,928,-2.72,93,0.93,929,-2.71,0,False
4.408046418937719,3.653398404415393,3.336825585303922,6.0,-2.663174414696078,929,-2.71,109,1.09,934,-2.66,0,False
3.963103521574056,3.66379969718256,3.3558552158705552,6.0,-2.6441447841294448,934,-2.66,98,0.98,936,-2.64,0,False
4.315102919281794,3.685582813030214,3.3958765065734866,6.0,-2.6041234934265134,936,-2.64,107,1.07,940,-2.6,0,False
4.205061983354996,3.702865622509702,3.4278005115169465,6.0,-2.5721994884830535,940,-2.6,105,1.05,943,-2.57,0,False
3.771336861402844,3.7051364668041566,3.4320086499685005,6.0,-2.5679913500314995,943,-2.57,94,0.94,943,-2.57,0,False
3.7779308268103944,3.70755060496323,3.436482437597929,6.0,-2.563517562402071,943,-2.57,94,0.94,944,-2.56,0,False
4.096349303440362,3.720419322437176,3.4603777654196377,6.0,-2.5396222345803623,944,-2.56,102,1.02,946,-2.54,0,False
4.315526478061365,3.7400312810035485,3.4969552209465586,7.0,-3.5030447790534414,846,-3.54,108,1.08,850,-3.5,0,False
3.8408740276548627,3.7433431359285745,3.503153869861724,7.0,-3.496846130138276,850,-3.5,96,0.96,850,-3.5,0,False
3.844392259075767,3.746660270602992,3.50936520722978,7.0,-3.49063479277022,850,-3.5,96,0.96,851,-3.49,0,False
4.275526028505766,3.7639754287311336,3.5418748587912114,7.0,-3.4581251412087886,851,-3.49,107,1.07,854,-3.46,0,False
2.9806819779718157,3.738299001217844,3.4937249112885733,7.0,-3.5062750887114267,854,-3.46,74,0.74,849,-3.51,0,False
3.855457658597818,3.742152758050085,3.500926133377016,7.0,-3.499073866622984,849,-3.51,96,0.96,850,-3.5,0,False
3.85028963278229,3.745703534883542,3.5075731131285988,7.0,-3.4924268868714012,850,-3.5,96,0.96,851,-3.49,0,False
4.281897936327143,3.7632624520493314,3.540533133957603,7.0,-3.459466866042397,851,-3.49,107,1.07,854,-3.46,0,False
1.545596603928097,3.690096812419598,3.40422051118379,7.0,-3.59577948881621,854,-3.46,39,0.39,840,-3.6,0,False
3.9642155049413033,3.6992254755821317,3.4210656756314455,7.0,-3.5789343243685545,840,-3.6,100,1.0,842,-3.58,0,False
4.233683055051971,3.7169423709365157,3.453912147406515,7.0,-3.546087852593485,842,-3.58,107,1.07,845,-3.55,0,False
0.9942852663378027,3.6257834078356335,3.2865988406281534,7.0,-3.7134011593718466,845,-3.55,25,0.25,829,-3.71,0,False
4.280088258694039,3.6479037288130582,3.3267966527875195,7.0,-3.6732033472124805,829,-3.71,108,1.08,833,-3.67,0,False
2.1641471566211425,3.597570790535236,3.2356400466777755,7.0,-3.7643599533222245,833,-3.67,55,0.55,824,-3.76,0,False
3.780501450185402,3.6038189409592167,3.246876599365324,7.0,-3.753123400634676,824,-3.76,96,0.96,825,-3.75,0,False
3.708151819189902,3.607373749882474,3.253285687372957,7.0,-3.746714312627043,825,-3.75,94,0.94,825,-3.75,0,False
3.7108460147832742,3.6108960930994036,3.2596419999398303,7.0,-3.7403580000601697,825,-3.75,94,0.94,826,-3.74,0,False
3.2108443394595705,3.597256991103161,3.2350671469258265,7.0,-3.7649328530741735,826,-3.74,81,0.81,824,-3.76,0,False
3.8112418255888376,3.6045598305785003,3.2482115646352674,7.0,-3.7517884353647326,824,-3.76,96,0.96,825,-3.75,0,False
3.713953539492358,3.6082861594951368,3.254931565715712,7.0,-3.745068434284288,825,-3.75,94,0.94,825,-3.75,0,False
3.714132134625813,3.6118883639514765,3.261433725233914,7.0,-3.738566274766086,825,-3.75,94,0.94,826,-3.74,0,False
3.213593317331774,3.5983129377099408,3.2369666674200603,7.0,-3.7630333325799397,826,-3.74,81,0.81,824,-3.76,0,False
0.474742136907339,3.49004296880779,3.0451290332920773,7.0,-3.9548709667079227,824,-3.76,12,0.12,805,-3.95,0,False
3.1291951908178723,3.4773392275246464,3.0229746078282433,7.0,-3.9770253921717567,805,-3.95,79,0.79,802,-3.98,0,False
4.222365387590391,3.5035515082697,3.0687137305515453,7.0,-3.9312862694484547,802,-3.98,107,1.07,807,-3.93,0,False
3.5969195935161693,3.5068203126843036,3.074446554691569,7.0,-3.925553445308431,807,-3.93,91,0.91,807,-3.93,0,False
1.8426728694426648,3.448051915292285,2.972279442708908,7.0,-4.027720557291092,807,-3.93,47,0.47,797,-4.03,0,False
4.2640832660484795,3.4769958656244917,3.022370041778208,7.0,-3.977629958221792,797,-4.03,109,1.09,802,-3.98,0,False
3.6487433998522114,3.483053280362981,3.0329138906013777,7.0,-3.9670861093986223,802,-3.98,93,0.93,803,-3.97,0,False
3.620771980726782,3.4879046554492303,3.0413687995600136,7.0,-3.9586312004399864,803,-3.97,92,0.92,804,-3.96,0,False
3.9338815084597063,3.5035709826351153,3.068749564097529,7.0,-3.931250435902471,804,-3.96,100,1.0,807,-3.93,0,False
0.7916595101481019,3.4071952653967967,2.902270583866041,7.0,-4.097729416133959,807,-3.93,20,0.2,790,-4.1,0,False
3.6834962675417504,3.417149533968769,2.9192258418802366,7.0,-4.080774158119763,790,-4.1,93,0.93,792,-4.08,0,False
3.7241820086581408,3.4281605287453445,2.938069071409445,7.0,-4.061930928590555,792,-4.08,94,0.94,794,-4.06,0,False
3.106517373072651,3.4166220530237195,2.9183289383137305,7.0,-4.0816710616862695,794,-4.06,78,0.78,792,-4.08,0,False
0.04101451146057908,3.2931296352897643,2.7112121729342396,7.0,-4.288787827065761,792,-4.08,1,0.01,771,-4.29,0,False
3.8195345967463954,3.3127024967491163,2.743495752722194,7.0,-4.256504247277806,771,-4.29,93,0.93,774,-4.26,0,False
3.824567795910586,3.33160388309494,2.7748925380151843,7.0,-4.225107461984816,774,-4.26,93,0.93,777,-4.23,0,False
3.9893826934346914,3.355740408177882,2.8152439896478785,7.0,-4.184756010352121,777,-4.23,97,0.97,782,-4.18,0,False
3.789703248180801,3.3715703498510123,2.8418686670625313,7.0,-4.158131332937469,782,-4.18,92,0.92,784,-4.16,0,False
4.150750719911079,3.3998137336739704,2.889678324408802,7.0,-4.110321675591198,784,-4.16,101,1.01,789,-4.11,0,False
3.9069008382758597,3.4180698005555445,2.92079692417527,7.0,-4.07920307582473,789,-4.11,95,0.95,792,-4.08,0,False
3.8695545030984317,3.434244542103305,2.9485059018931756,7.0,-4.051494098106824,792,-4.08,94,0.94,795,-4.05,0,False
3.9486692051805217,3.4525838576092562,2.980080478452458,7.0,-4.019919521547542,795,-4.05,96,0.96,798,-4.02,0,False
3.3882237019476875,3.45029250829374,2.9761300497077277,7.0,-4.023869950292273,798,-4.02,82,0.82,798,-4.02,0,False
3.3963427086125897,3.4483724579651938,2.9728185306452324,7.0,-4.027181469354767,798,-4.02,82,0.82,797,-4.03,0,False
4.497963656547724,3.485543656626041,3.037247430424286,7.0,-3.962752569575714,797,-4.03,109,1.09,804,-3.96,0,False
4.100033926785601,3.507123041362217,3.074974183639866,7.0,-3.925025816360134,804,-3.96,100,1.0,807,-3.93,0,False
1.624356489258796,3.4405642903664404,2.9593868446566254,7.0,-4.040613155343374,807,-3.93,39,0.39,796,-4.04,0,False
3.897407445729956,3.4568368781037284,2.987427314092671,7.0,-4.01257268590733,796,-4.04,94,0.94,799,-4.01,0,False
4.4225359225479455,3.4909681681469364,3.0467089161628818,7.0,-3.9532910838371182,799,-4.01,107,1.07,805,-3.95,0,False
3.275957133769012,3.483393366608977,3.03350884334537,7.0,-3.96649115665463,805,-3.95,79,0.79,803,-3.97,0,False
3.8200940846231766,3.495243679947472,3.0541799076541274,7.0,-3.9458200923458726,803,-3.97,92,0.92,805,-3.95,0,False
3.297169715948634,3.488276293709496,3.042019256592727,7.0,-3.957980743407273,805,-3.95,79,0.79,804,-3.96,0,False
4.168504961511699,3.512142746578804,3.083782485228328,7.0,-3.916217514771672,804,-3.96,100,1.0,808,-3.92,0,False
3.8602632781725315,3.524292946548221,3.1051579711998563,7.0,-3.8948420288001437,808,-3.92,93,0.93,811,-3.89,0,False
4.3471936926803885,3.552855311419907,3.155690363155338,7.0,-3.844309636844662,811,-3.89,105,1.05,816,-3.84,0,False
3.733500776092991,3.5590930510298233,3.166784681443201,7.0,-3.833215318556799,816,-3.84,90,0.9,817,-3.83,0,False
3.9829021733755443,3.573690681515116,3.19281366552075,7.0,-3.80718633447925,817,-3.83,96,0.96,819,-3.81,0,False
4.305087643366716,3.5987453030249874,3.237737678263814,7.0,-3.762262321736186,819,-3.81,104,1.04,824,-3.76,0,False
3.9746727805892235,3.6115551654149085,3.2608304000745907,7.0,-3.7391695999254093,824,-3.76,96,0.96,826,-3.74,0,False
3.369210102809137,3.603299398885468,3.2459432295923865,7.0,-3.7540567704076135,826,-3.74,81,0.81,825,-3.75,0,False
3.895716354371205,3.613257778094953,3.263906153641866,7.0,-3.736093846358134,825,-3.75,94,0.94,826,-3.74,0,False
3.3724331002830494,3.6050579268288736,3.2491122422140517,7.0,-3.7508877577859483,826,-3.74,81,0.81,825,-3.75,0,False
3.899365622825818,3.615075803125567,3.2671914671417452,7.0,-3.7328085328582548,825,-3.75,94,0.94,827,-3.73,0,False
3.8618096636206687,3.6234516946629878,3.282349036155957,7.0,-3.717650963844043,827,-3.73,93,0.93,828,-3.72,0,False
4.4290872023287475,3.650670814185711,3.3318448283602957,7.0,-3.6681551716397043,828,-3.72,107,1.07,833,-3.67,0,False
1.0852906636040214,3.563269600277543,3.1742443037326273,7.0,-3.8257556962673727,833,-3.67,26,0.26,817,-3.83,0,False
4.007022161657898,3.5785475602265446,3.2014979456491632,7.0,-3.7985020543508368,817,-3.83,96,0.96,820,-3.8,0,False
0.5036649270150799,3.4713916183221563,3.0126687673800676,7.0,-3.9873312326199324,820,-3.8,12,0.12,801,-3.99,0,False
4.353946197941048,3.502487301180604,3.066849019444238,7.0,-3.933150980555762,801,-3.99,104,1.04,807,-3.93,0,False
3.8094436283120614,3.5132309890865536,3.0856960136217397,7.0,-3.9143039863782603,807,-3.93,91,0.91,809,-3.91,0,False
4.215326710490779,3.5376894291844585,3.1288073798642415,7.0,-3.8711926201357585,809,-3.91,101,1.01,813,-3.87,0,False
3.965896466795774,3.552523880169781,3.1551038169837957,7.0,-3.8448961830162043,813,-3.87,95,0.95,816,-3.84,0,False
3.7636165604032064,3.5598142022463066,3.1680679445992848,7.0,-3.8319320554007152,816,-3.84,90,0.9,817,-3.83,0,False
4.014113015150437,3.5754565787822568,3.195969656612076,7.0,-3.804030343387924,817,-3.83,96,0.96,820,-3.8,0,False
4.29749493706742,3.600179669866957,3.240319205549672,7.0,-3.759680794450328,820,-3.8,103,1.03,824,-3.76,0,False
4.005278863871949,3.6139765060178837,3.2652041039096296,7.0,-3.7347958960903704,824,-3.76,96,0.96,827,-3.73,0,False
3.883407046579309,3.623124391792647,3.2817559453295657,7.0,-3.7182440546704343,827,-3.73,93,0.93,828,-3.72,0,False
0.5027276244540226,3.5157141282389497,3.0900900048764104,7.0,-3.9099099951235896,828,-3.72,12,0.12,809,-3.91,0,False
4.224418644511604,3.540401640338765,3.1336066695909546,7.0,-3.8663933304090454,809,-3.91,101,1.01,813,-3.87,0,False
3.9742063950646664,3.555418355976979,3.160247230163835,7.0,-3.839752769836165,813,-3.87,95,0.95,816,-3.84,0,False
3.765965218056201,3.5626840217289777,3.1731780211784093,7.0,-3.8268219788215907,816,-3.84,90,0.9,817,-3.83,0,False
4.010888857868608,3.5781048481661313,3.200705835164385,7.0,-3.799294164835615,817,-3.83,96,0.96,820,-3.8,0,False
4.29413393773009,3.6026051664481114,3.2446868251433063,7.0,-3.7553131748566937,820,-3.8,103,1.03,824,-3.76,0,False
4.002235046455721,3.616207092533865,3.269236025656261,7.0,-3.730763974343739,824,-3.76,96,0.96,827,-3.73,0,False
3.8805418336639814,3.6251767396937855,3.2854749861267414,7.0,-3.7145250138732586,827,-3.73,93,0.93,829,-3.71,0,False
4.4902823967114625,3.6543835851018085,3.3386250412429,7.0,-3.6613749587571,829,-3.71,108,1.08,834,-3.66,0,False
3.4236452352131646,3.6466130069729075,3.3244480811492054,7.0,-3.6755519188507946,834,-3.66,82,0.82,832,-3.68,0,False
4.1700058651340495,3.6642105229018997,3.356606663699514,7.0,-3.643393336300486,832,-3.68,100,1.0,836,-3.64,0,False
4.527742240704787,3.693060723156712,3.4096696742502544,7.0,-3.5903303257497456,836,-3.64,109,1.09,841,-3.59,0,False
2.660427467880691,3.6585278336788507,3.3462136330933743,7.0,-3.6537863669066257,841,-3.59,64,0.64,835,-3.65,0,False
4.473801992177193,3.6858182205932226,3.3963095040385767,7.0,-3.6036904959614233,835,-3.65,108,1.08,840,-3.6,0,False
4.13817501747699,3.70087078667001,3.42410855760154,7.0,-3.57589144239846,840,-3.6,100,1.0,842,-3.58,0,False
4.414218215981984,3.7244885816204114,3.4679499009074455,7.0,-3.5320500990925545,842,-3.58,107,1.07,847,-3.53,0,False
4.234142584630548,3.741271671483018,3.4992755968790057,7.0,-3.5007244031209943,847,-3.53,103,1.03,850,-3.5,0,False
3.9479288021265697,3.748055330203329,3.5119785016791227,7.0,-3.4880214983208773,850,-3.5,96,0.96,851,-3.49,0,False
4.387466269178288,3.7689719214910946,3.5512838895675527,7.0,-3.4487161104324473,851,-3.49,107,1.07,855,-3.45,0,False
3.5786859353407894,3.7627570492498643,3.539586289216348,7.0,-3.460413710783652,855,-3.45,87,0.87,854,-3.46,0,False
3.065126116747864,3.7398917563132907,3.496702045716273,7.0,-3.503297954283727,854,-3.46,74,0.74,850,-3.5,0,False
0.7050496965379184,3.6387700267901817,3.3101873733453395,8.0,-4.6898126266546605,750,-4.5,17,0.17,731,-4.69,0,False
4.142973649124893,3.655772355461321,3.3411649439962345,8.0,-4.658835056003765,731,-4.69,100,1.0,734,-4.66,0,False
3.5336227422473243,3.651662095361063,3.3336597838590265,8.0,-4.6663402161409735,734,-4.66,85,0.85,733,-4.67,0,False
4.353701353552484,3.6752144153160415,3.376796307629197,8.0,-4.623203692370803,733,-4.67,105,1.05,738,-4.62,0,False
3.374009214664813,3.665125385212904,3.358287944010562,8.0,-4.641712055989438,738,-4.62,81,0.81,736,-4.64,0,False
4.37967592649282,3.6890106602464896,3.4021959361348726,8.0,-4.597804063865127,736,-4.64,106,1.06,740,-4.6,0,False
1.1806356023016895,3.6044685641631315,3.248069035394264,8.0,-4.7519309646057355,740,-4.6,28,0.28,725,-4.75,0,False
4.373506191689088,3.6306008701975285,3.2953112875066997,8.0,-4.704688712493301,725,-4.75,104,1.04,730,-4.7,0,False
2.7991835151885067,3.6023484968632657,3.2442345005997124,8.0,-4.755765499400288,730,-4.7,66,0.66,724,-4.76,0,False
4.598073604537556,3.6361565270097085,3.305403087408613,8.0,-4.694596912591387,724,-4.76,109,1.09,731,-4.69,0,False
4.212035865361952,3.6555648022530156,3.3407851842076632,8.0,-4.659214815792337,731,-4.69,100,1.0,734,-4.66,0,False
3.5906727178701794,3.653380739652602,3.3367981127254436,8.0,-4.663201887274557,734,-4.66,85,0.85,734,-4.66,0,False
3.6008254748664643,3.651612593451477,3.3335689614360144,8.0,-4.666431038563985,734,-4.66,85,0.85,733,-4.67,0,False
4.429486900568235,3.677700180102917,3.381365334994432,8.0,-4.618634665005568,733,-4.67,105,1.05,738,-4.62,0,False
3.4308322430607747,3.6694381744198084,3.36619569052498,8.0,-4.633804309475019,738,-4.62,81,0.81,737,-4.63,0,False
4.306039239701732,3.690700752128163,3.4053144345854287,8.0,-4.594685565414571,737,-4.63,102,1.02,741,-4.59,0,False
3.4332328282819784,3.682113986161469,3.389492470906206,8.0,-4.610507529093794,741,-4.59,81,0.81,739,-4.61,0,False
4.472731823046835,3.708413661202248,3.4380786582784,8.0,-4.5619213417216,739,-4.61,106,1.06,744,-4.56,0,False
3.844058511928462,3.7129051552360552,3.4464153716458688,8.0,-4.553584628354131,744,-4.56,91,0.91,745,-4.55,0,False
1.3270255096130548,3.6330586668052143,3.2997978985827428,8.0,-4.700202101417258,745,-4.55,31,0.31,730,-4.7,0,False
2.8415487525925403,3.6061978800990615,3.2511712994428263,8.0,-4.748828700557174,730,-4.7,66,0.66,725,-4.75,0,False
4.458585572200153,3.6351285102019957,3.303535030123187,8.0,-4.696464969876812,725,-4.75,104,1.04,730,-4.7,0,False
2.8517115629886,3.6085456856962552,3.255405934687118,8.0,-4.7445940653128815,730,-4.7,66,0.66,726,-4.74,0,False
3.8915565500216087,3.6181725070029405,3.272791343710118,8.0,-4.727208656289882,726,-4.74,90,0.9,727,-4.73,0,False
3.640934884540654,3.618944543412818,3.274189758577098,8.0,-4.725810241422902,727,-4.73,84,0.84,727,-4.73,0,False
3.649518527362372,3.619982435557716,3.2760680159931703,8.0,-4.72393198400683,727,-4.73,84,0.84,728,-4.72,0,False
4.712914715382918,3.6568949625384444,3.3432143162660077,8.0,-4.656785683733992,728,-4.72,109,1.09,734,-4.66,0,False
3.6714406609903247,3.6573806738629875,3.3441082585158233,8.0,-4.655891741484177,734,-4.66,85,0.85,734,-4.66,0,False
3.679416180380749,3.6581210199198586,3.345462213154386,8.0,-4.654537786845614,734,-4.66,85,0.85,735,-4.65,0,False
4.103828476975365,3.6730649843958263,3.3728490053498525,8.0,-4.6271509946501475,735,-4.65,95,0.95,737,-4.63,0,False
3.149422010825387,3.65549967019535,3.3406729030951468,8.0,-4.659327096904853,737,-4.63,73,0.73,734,-4.66,0,False
3.6655017702166064,3.6558377498815124,3.34128735150591,8.0,-4.65871264849409,734,-4.66,85,0.85,734,-4.66,0,False
3.663907279568917,3.6561089833244225,3.3417831745661677,8.0,-4.658216825433833,734,-4.66,85,0.85,734,-4.66,0,False
3.6623509423377523,3.656318773719113,3.342166705144411,8.0,-4.657833294855589,734,-4.66,85,0.85,734,-4.66,0,False
3.6705667927046766,3.6567976407525746,3.3430421583097045,8.0,-4.6569578416902955,734,-4.66,85,0.85,734,-4.66,0,False
3.6785647884911614,3.6575290864289007,3.3443796201853475,8.0,-4.6556203798146525,734,-4.66,85,0.85,734,-4.66,0,False
