x1,qe,vc,x2,vs,diff1,diff2
1.99,1.41,37.0,8.38,40.0,0.02269517321618797,-0.006741361590314909
4.0600000000000005,3.6,64.0,10.120000000000001,14.0,0.06317694091820947,0.13451712334463295
8.84,3.39,36.0,5.22,85.0,0.07778611600849139,0.012930320377058102
5.16,0.52,42.0,0.74,33.0,-0.08625632441783182,0.09992655077651302
0.46,1.1400000000000001,91.0,0.74,33.0,-0.005657945351957239,0.05858313976577412
8.92,1.78,91.0,7.5600000000000005,30.0,-0.22630900150780242,0.28335809533006096
12.200000000000001,1.48,32.0,4.34,50.0,-0.20000000000000107,0.07406476428773079
2.73,3.89,16.0,8.76,27.0,0.20945300784830456,-0.015633479447110687
6.46,2.38,17.0,4.84,76.0,0.09454260572972473,-0.049826190030956674
5.11,0.55,50.0,7.11,90.0,-0.10617005471206653,-0.010127035383956873
6.91,2.18,58.0,6.91,76.0,-0.05395649360026411,0.06467948619763408
4.89,3.0500000000000003,91.0,5.61,18.0,-0.06013602195521006,0.22307834157983475
5.83,2.25,6.0,2.64,52.0,0.12242119541298102,-0.03433570057889579
6.2700000000000005,1.84,3.0,4.82,74.0,0.10557059153244275,-0.0915861070148063
2.15,2.31,100.0,4.5200000000000005,3.0,-0.038090938889919546,0.17762960484360502
7.75,3.67,41.0,9.96,18.0,0.08630396222862746,0.10786579060317614
2.2,0.36,21.0,1.49,16.0,-0.016362450274428397,0.02652921526322971
8.620000000000001,2.89,97.0,2.56,19.0,-0.17355882410610057,0.33278076466701734
7.5,2.15,70.0,0.96,21.0,-0.10441540650250136,0.22436967570996957
3.74,3.44,7.0,3.15,31.0,0.1978563571818861,-0.016977268569345227
4.3500000000000005,0.29,10.0,4.5,46.0,-0.00793391988642611,-0.03482265566989806
11.16,1.55,75.0,11.73,53.0,-0.21479634225632616,0.19623443154275755
8.120000000000001,1.62,90.0,4.68,81.0,-0.21716544461756282,0.20554482403064522
2.44,3.41,40.0,2.87,6.0,0.13395736469926955,0.07382420470106421
11.64,2.24,1.0,12.58,88.0,0.1357229115585561,-0.5800000000000001
0.32,2.0,18.0,9.6,87.0,0.11121996795793887,-0.153025621125904
6.26,3.99,2.0,1.2,80.0,0.24305966797746592,-0.04784522232298549
12.51,0.37,68.0,1.77,34.0,-0.5099999999999998,0.2679902810628003
5.63,1.79,45.0,0.44,71.0,-0.021465318407781098,0.10212258320860484
2.31,2.31,16.0,0.04,67.0,0.1136065020467587,0.021695809538926192
4.09,2.8000000000000003,41.0,0.91,84.0,0.07090443237589827,0.053724110410159565
8.19,2.31,39.0,1.09,41.0,0.004840749475023998,0.11212357293605302
4.41,1.6,97.0,11.69,4.0,-0.1524015451968399,0.24159453463214398
4.47,3.77,27.0,7.23,35.0,0.16361958973910085,0.013802697632576688
11.13,2.5500000000000003,45.0,11.63,64.0,-0.02816536840216166,0.05086139021103975
2.85,3.35,93.0,12.99,91.0,0.012899245844887552,-0.9900000000000002
12.27,1.59,13.0,3.33,29.0,-0.2699999999999996,0.023885373938387744
11.540000000000001,3.21,14.0,12.02,6.0,0.14099519867859023,-0.019999999999999574
12.8,1.75,2.0,4.7700000000000005,59.0,-0.8000000000000007,-0.0712549843776582
0.43,2.11,5.0,10.11,46.0,0.12748617681381486,-0.0865515230823668
5.46,1.94,0.0,4.14,99.0,0.12124999999999986,-0.12493987122511019
4.41,1.97,32.0,0.1,53.0,0.03893955250668224,0.0721746148728474
5.47,2.5500000000000003,49.0,1.81,71.0,0.016018257959714788,0.08307907987865204
5.01,3.5300000000000002,39.0,7.18,19.0,0.1109049831990001,0.07841198052388343
2.34,2.83,48.0,5.08,57.0,0.08426856818456985,0.013074026017752871
6.84,2.06,43.0,12.96,8.0,-0.011763927437193011,-0.9600000000000009
12.58,2.5,57.0,1.48,4.0,-0.5800000000000001,0.24857998808925874
10.49,1.48,22.0,10.67,3.0,0.003424984026169753,0.08294571100284465
7.73,1.79,78.0,11.200000000000001,31.0,-0.1578106882046244,0.20316215961828377
9.290000000000001,2.0100000000000002,26.0,3.65,93.0,0.026495960643103444,-0.011758405993688825
7.8100000000000005,0.39,69.0,4.3100000000000005,52.0,-0.21499168237588684,0.16956470887487018
4.29,2.14,63.0,6.6000000000000005,1.0,-0.029081860717073305,0.16094026138574957
5.03,3.43,4.0,9.61,69.0,0.203048730052366,-0.12182449351649716
6.21,3.02,15.0,4.95,92.0,0.14175942780098616,-0.08015395507840672
4.61,0.48,58.0,11.06,91.0,-0.1246044459206006,-0.03544904779686853
9.27,2.12,45.0,1.49,62.0,-0.038583937572848725,0.1226425049152493
4.44,0.62,67.0,7.32,33.0,-0.13635572748415647,0.1177152918165758
2.19,3.52,25.0,10.56,7.0,0.17285182155109213,0.033807703932966504
7.63,0.01,81.0,6.88,70.0,-0.27649522426694073,0.1591457413785724
1.71,1.93,64.0,3.23,73.0,0.015769387731167317,0.02295090804320754
6.98,0.67,95.0,2.99,48.0,-0.26880704882759954,0.25466724817821795
9.96,2.47,57.0,11.66,1.0,-0.07008940303174604,0.22192432191628875
3.69,3.59,43.0,4.68,30.0,0.12028577458732048,0.06421837748038062
11.93,3.22,22.0,6.76,51.0,0.07000000000000028,0.012492482441389008
8.28,0.22,71.0,8.26,24.0,-0.23976542896726194,0.20827218022789928
10.44,1.08,96.0,8.81,55.0,-0.3172618131436984,0.2789598797905768
7.24,0.39,46.0,11.6,6.0,-0.12964572798491947,0.1405145107450121
10.77,0.61,82.0,8.13,88.0,-0.2959287123424108,0.17406734952010616
1.01,1.71,5.0,1.05,69.0,0.10044008823363026,-0.03720865836683296
5.63,1.99,77.0,9.31,58.0,-0.102952530736796,0.11533127560210232
0.75,0.5700000000000001,22.0,8.91,6.0,0.011716287413537363,0.012803372415694625
6.87,1.24,33.0,9.4,53.0,-0.03049883176197099,0.006302449981953728
12.200000000000001,2.22,92.0,11.16,11.0,-0.26076766495286563,0.37420307798830166
6.94,3.8200000000000003,18.0,11.85,90.0,0.17909522306147174,-0.13305505504718163
4.0600000000000005,1.43,58.0,9.03,18.0,-0.05620021624095539,0.11115876021174209
12.700000000000001,2.48,57.0,5.28,9.0,-0.7000000000000011,0.23985725795637602
3.7600000000000002,0.03,64.0,10.57,36.0,-0.15167022656228024,0.07867766744145399
10.61,3.8200000000000003,66.0,4.2,11.0,-0.029788105050208458,0.25404912894478926
8.03,0.35000000000000003,64.0,11.77,54.0,-0.2033780875815303,0.10775631599968527
5.48,3.98,12.0,8.18,5.0,0.21329622250527258,0.02684589421172845
5.55,1.84,48.0,3.38,62.0,-0.026183428186095092,0.06941065355392562
4.36,0.41000000000000003,40.0,12.57,98.0,-0.07830693062957916,-0.5700000000000003
0.27,3.33,20.0,10.25,35.0,0.19302768967319117,-0.052932772972351216
4.67,2.5100000000000002,79.0,10.47,10.0,-0.055883417210774056,0.1918041056882629
10.53,3.18,83.0,1.71,53.0,-0.1368194294231344,0.2893699330204407
6.36,2.35,43.0,4.65,13.0,0.011262558456500038,0.11804091664933747
9.69,3.41,46.0,4.93,12.0,0.033977547250001905,0.1625147036544048
10.26,2.5,60.0,4.4,75.0,-0.08349389320983569,0.14014863586699366
11.44,2.57,62.0,0.21,92.0,-0.10092369831951586,0.2283582729568769
5.13,0.05,36.0,8.870000000000001,38.0,-0.09830708677458944,0.030147792863457923
1.08,1.06,82.0,1.73,89.0,-0.039288297510222225,0.03107319478779824
0.33,1.2,72.0,2.16,98.0,0.022419433329397886,-0.036209933232430824
9.5,0.74,60.0,0.38,35.0,-0.18379154445137225,0.21368207897791713
4.95,2.5500000000000003,96.0,8.81,49.0,-0.10616495385039482,0.17275975923912057
1.87,1.68,44.0,10.290000000000001,64.0,0.02949187921011287,-0.052346479584530314
8.290000000000001,2.87,37.0,9.120000000000001,48.0,0.046025428549995695,0.04282943054634991
5.0600000000000005,1.61,31.0,12.61,86.0,0.013401259027547852,-0.6099999999999994
2.94,1.99,60.0,4.72,88.0,-0.004177353747969015,0.008959423912376252
4.93,2.62,56.0,4.07,0.0,0.008259525793000932,0.15555536797202585
11.57,0.9500000000000001,50.0,5.21,23.0,-0.15251367806909677,0.1780955383275158
1.84,1.6600000000000001,79.0,9.66,71.0,-0.029656512166965632,-0.005034900246352336
4.75,3.0100000000000002,74.0,1.12,32.0,-0.013332049438766091,0.17932283333751697
7.67,0.19,58.0,4.5,0.0,-0.18767602008239503,0.1983152649472446
12.870000000000001,2.1,88.0,5.15,85.0,-0.870000000000001,0.2684744204825149
2.5,0.6900000000000001,43.0,2.7600000000000002,25.0,-0.0415064743676159,0.05818310800304971
1.57,0.15,27.0,3.74,72.0,-0.032692214635636985,-0.044917513686334676
2.27,0.36,61.0,12.08,13.0,-0.09121531564250906,-0.08000000000000007
4.21,3.61,56.0,6.91,74.0,0.08130383305423905,0.02332874065697954
10.950000000000001,2.91,23.0,12.38,66.0,0.08655111296219253,-0.3800000000000008
3.97,2.9,98.0,10.01,46.0,-0.0618711500813478,0.1508668639377646
1.36,1.94,96.0,3.02,28.0,-0.018219064815798713,0.10831901775917263
2.89,3.77,28.0,0.29,77.0,0.1752304898551622,0.034597516051332655
1.6300000000000001,2.02,49.0,2.98,35.0,0.04748223931929285,0.04143639210874461
1.08,2.11,27.0,5.33,3.0,0.09603046636444112,0.032264838373905036
7.11,3.2,60.0,0.14,4.0,1.5516247555247276e-05,0.1987706119928433
10.02,0.04,21.0,6.1000000000000005,89.0,-0.08042568117206628,-0.05431813485912507
10.88,2.35,79.0,4.8500000000000005,36.0,-0.1775147583223049,0.27281502679890846
5.09,1.75,23.0,5.71,43.0,0.0443707422919033,0.000923017072328669
0.11,1.17,77.0,10.790000000000001,33.0,0.03849675337361601,-0.03060652799167407
1.48,3.7600000000000002,60.0,4.8100000000000005,35.0,0.14159908876049743,0.04741285647908544
9.6,2.11,23.0,9.27,10.0,0.0426973325391824,0.07021132783114048
3.81,0.85,8.0,9.32,56.0,0.03356283643260438,-0.0869953849454177
4.33,1.6,48.0,8.55,22.0,-0.02467345481489236,0.08419129928228664
7.7,3.84,39.0,0.76,33.0,0.10426665588320372,0.11752866156590147
12.84,0.41000000000000003,47.0,8.17,31.0,-0.8399999999999999,0.15336438549776688
9.66,2.5100000000000002,98.0,9.53,2.0,-0.22166180842464023,0.3724465234996206
4.38,0.46,65.0,2.24,27.0,-0.13992381113564267,0.1416536384481426
1.87,0.09,47.0,9.31,99.0,-0.07391234756429665,-0.10950203838021899
0.99,3.5700000000000003,78.0,3.0300000000000002,22.0,0.12313381585437888,0.07877852161489551
3.69,0.32,100.0,0.14,48.0,-0.21653954628903538,0.21810346275185
4.0200000000000005,1.9100000000000001,13.0,5.88,22.0,0.08661885294450755,-0.0004111045014987269
2.06,0.29,20.0,3.81,33.0,-0.017679540529367266,-0.004519000309656462
7.17,0.67,79.0,5.63,54.0,-0.22049664556843673,0.17960690827587467
2.29,3.09,69.0,0.3,22.0,0.061725337842194694,0.12400331349254529
0.01,1.8800000000000001,75.0,0.1,94.0,0.09550814574737003,0.011297406164390483
9.8,0.7000000000000001,44.0,1.79,85.0,-0.12786356719613323,0.09899688812373886
1.5,1.42,23.0,7.45,81.0,0.05322743889449155,-0.1018744518505228
7.16,2.92,36.0,11.69,1.0,0.06182827075110797,0.11878823554232198
11.3,0.96,76.0,3.8200000000000003,54.0,-0.2575162814854881,0.24865976583461613
0.81,3.12,90.0,9.040000000000001,69.0,0.09093141840268881,-0.022797159687737434
10.200000000000001,2.32,4.0,11.84,87.0,0.12898089806634871,-0.17035568549649227
1.67,1.98,35.0,9.09,32.0,0.06665056717231721,-0.002640219374839603
10.21,1.83,14.0,0.56,10.0,0.05837720129902557,0.05129487608237793
11.81,2.22,37.0,0.14,79.0,-0.020123470932617238,0.1363484424026764
6.04,4.0,85.0,6.84,36.0,-0.011004963582226246,0.2016094163310731
3.86,0.01,29.0,0.7000000000000001,36.0,-0.07026932592469581,0.05140164187003127
4.32,1.77,18.0,6.79,34.0,0.06368753557453122,-0.008246802676650233
6.12,2.94,81.0,6.57,32.0,-0.06604931385497803,0.1974757417490114
1.01,3.72,28.0,5.18,75.0,0.19566868995125564,-0.06790377010139181
4.98,1.8900000000000001,60.0,2.74,67.0,-0.04883223208269971,0.09662246442839795
6.59,2.7,5.0,1.56,74.0,0.1526130747341945,-0.04115328666947926
12.19,2.86,1.0,10.040000000000001,32.0,-0.1899999999999995,-0.058883484919943996
7.390000000000001,2.2800000000000002,5.0,6.69,0.0,0.1254377439894654,0.017133936659289972
5.92,0.25,13.0,5.89,69.0,-0.023873047103887934,-0.06491396576199193
1.56,3.66,33.0,1.95,88.0,0.17579964827825667,-0.022236491847684725
1.81,1.49,27.0,3.59,57.0,0.047422280317444,-0.021401919828987648
0.15,1.56,7.0,6.05,50.0,0.09362673248687742,-0.07231564253587042
1.3900000000000001,3.69,47.0,8.76,89.0,0.15940258283002695,-0.09107657736995023
11.01,1.61,82.0,6.43,52.0,-0.23763689559465284,0.2531994052280755
5.42,3.74,51.0,10.88,29.0,0.08475428785040418,0.0896635263777501
6.04,1.53,94.0,11.74,69.0,-0.19084535888285536,0.1359841077935453
8.52,1.43,84.0,10.66,69.0,-0.21516084890270015,0.16125671876087644
0.79,0.22,100.0,7.58,26.0,-0.0939397784501278,0.05945633306854159
4.33,0.43,58.0,3.67,52.0,-0.12290887877091983,0.08608085691028311
10.88,3.79,44.0,12.8,3.0,0.05522800536737016,-0.8000000000000007
8.21,1.71,4.0,11.53,53.0,0.0925081638878602,-0.09783259854185467
9.09,2.97,40.0,9.35,46.0,0.034732757022084115,0.06297679569181192
3.45,1.85,54.0,5.2,85.0,-0.009662591660465125,0.0040328147284487414
6.0600000000000005,1.99,37.0,4.79,56.0,0.010471815645674454,0.03720228578354501
6.43,1.31,57.0,1.41,90.0,-0.09810426489871116,0.11119002897733665
7.41,2.71,63.0,1.96,49.0,-0.044668689390765515,0.16992783873676887
9.6,3.42,46.0,0.43,12.0,0.035428243566821394,0.17310128073082692
2.63,0.64,37.0,4.8,43.0,-0.03475595328275549,0.015579659133024393
0.66,1.32,68.0,1.21,58.0,0.013101153947699729,0.029617792330570714
12.58,0.61,30.0,2.96,62.0,-0.5800000000000001,0.06546891137857491
2.8000000000000003,1.24,55.0,12.530000000000001,14.0,-0.037156932458801695,-0.5300000000000011
3.0700000000000003,3.89,34.0,7.24,37.0,0.16764942496619106,0.014218669846123966
12.22,1.35,83.0,8.32,1.0,-0.27624250260524796,0.3567352488818578
10.08,1.7,19.0,12.49,98.0,0.03078850236537356,-0.4900000000000002
10.86,2.12,4.0,8.790000000000001,37.0,0.115978823394574,-0.05189448204460945
6.69,0.72,31.0,8.97,90.0,-0.05502039268432046,-0.06833275027981678
6.01,3.62,99.0,10.94,26.0,-0.07615963594625974,0.2473975708238605
5.47,1.18,29.0,10.83,82.0,-0.010988962984030515,-0.0836355746193913
4.07,2.54,52.0,0.59,4.0,0.027396416554526404,0.12955102832409782
2.48,0.06,38.0,10.06,6.0,-0.0705174255578993,0.061819563317746073
8.07,1.11,86.0,12.13,95.0,-0.23377873784574188,-0.13000000000000078
8.86,1.06,66.0,6.61,99.0,-0.17807650049240564,0.08350455457009343
5.36,0.37,14.0,5.3,99.0,-0.01735758989074654,-0.10131270929560987
3.09,0.5,80.0,0.37,88.0,-0.1424818950786113,0.1353143225960357
0.01,0.59,23.0,8.85,85.0,0.03228891101400758,-0.15145390015834792
4.3500000000000005,1.44,61.0,3.21,47.0,-0.06840322593123016,0.10471946322605241
12.73,1.33,58.0,9.3,91.0,-0.7300000000000004,0.08306025336065836
3.21,2.47,66.0,4.8500000000000005,53.0,0.0064891362953067855,0.0747293512807472
1.93,2.75,68.0,10.870000000000001,91.0,0.05297845703062909,-0.06752749851657391
11.88,0.51,6.0,11.370000000000001,64.0,0.006021192288919508,-0.10869744618624644
2.14,1.54,46.0,11.81,95.0,0.012016396562394949,-0.11917875487879748
9.790000000000001,1.76,24.0,4.79,68.0,0.016094474060073694,0.0009237693837942373
4.92,2.98,73.0,9.21,40.0,-0.015987214252930038,0.12594424642670532
5.8500000000000005,3.52,48.0,4.39,22.0,0.07441786633304392,0.11704004384410105
2.0300000000000002,3.3200000000000003,59.0,8.92,9.0,0.10111904311047137,0.09082039976840406
10.01,2.0100000000000002,2.0,6.45,93.0,0.11769214849594256,-0.13886424086241433
9.08,2.38,40.0,3.73,83.0,-0.001907268648139393,0.05012551173108859
4.5600000000000005,1.6,42.0,10.92,28.0,-0.012035165049980812,0.054060241802943665
8.5,0.11,91.0,7.04,71.0,-0.3215931118796931,0.20669954307616134
5.62,2.86,76.0,10.31,54.0,-0.04599911188923844,0.11561650219377029
5.53,2.56,6.0,5.76,8.0,0.14225006743965363,0.005859312642963133
7.68,1.51,7.0,9.28,90.0,0.07007104772148942,-0.1463175438519695
6.63,3.3000000000000003,100.0,7.9,100.0,-0.1142140091842716,0.14261503657289687
4.53,1.7,26.0,10.9,99.0,0.03693666903117432,-0.1341964112028009
0.22,1.19,83.0,12.48,74.0,0.02436494057491098,-0.4800000000000004
12.94,3.37,45.0,1.85,56.0,-0.9399999999999995,0.1538247200956362
0.0,1.54,67.0,8.03,14.0,0.08067585068339003,-0.0011470763913514759
10.38,1.57,9.0,5.38,95.0,0.06182580809306515,-0.10071827493711005
2.24,1.79,3.0,8.71,22.0,0.10619649604750636,-0.0347954172129068
0.08,0.8,11.0,12.82,9.0,0.04559884590500561,-0.8200000000000003
11.64,0.04,29.0,2.4,50.0,-0.12085387188056806,0.07424659297702396
12.07,3.66,28.0,0.07,20.0,-0.07000000000000028,0.11768582202965683
2.93,1.83,29.0,7.65,19.0,0.052049752828845275,0.029722202739782766
6.98,0.59,24.0,5.0,36.0,-0.04226385536231447,0.02863519201220388
12.82,0.54,64.0,12.040000000000001,64.0,-0.8200000000000003,-0.040000000000000924
2.0300000000000002,2.56,50.0,4.8,90.0,0.07018314941184256,-0.03245349412723009
8.17,0.24,30.0,7.49,62.0,-0.09188477317874799,0.0005302382560836705
3.5300000000000002,0.99,30.0,3.99,46.0,-0.008538410177591604,0.012896326098723598
3.5500000000000003,2.41,89.0,10.49,21.0,-0.05812149706294045,0.16521133074809846
1.6400000000000001,2.65,79.0,11.06,42.0,0.038420794176923234,0.040556065883095016
1.23,3.09,61.0,1.22,54.0,0.10674062752136182,0.05049631117273745
8.08,1.28,61.0,7.5200000000000005,2.0,-0.1358277188553565,0.21146188569912194
6.0200000000000005,1.48,66.0,8.15,18.0,-0.10899780462462338,0.16829648370200445
9.51,3.93,47.0,1.31,87.0,0.0641444141379548,0.1181615974139485
11.39,1.35,59.0,2.0,65.0,-0.16362671837658027,0.18831768413191208
9.77,3.04,59.0,12.64,59.0,-0.04028212618901428,-0.6400000000000006
8.39,3.63,5.0,10.47,73.0,0.20865944862967467,-0.12884770221169894
0.31,1.8,34.0,9.34,34.0,0.08723387870841154,-0.038090655775961935
6.28,2.86,11.0,3.24,81.0,0.14409560122295506,-0.0558795569117172
7.140000000000001,0.53,35.0,8.55,6.0,-0.08343574491336891,0.10521953170101206
1.47,2.63,52.0,4.3,0.0,0.0844406427526545,0.08104025056414788
4.91,3.99,1.0,6.17,63.0,0.2465706954454383,-0.09459064069826528
2.94,3.6,38.0,11.66,67.0,0.14257267238298166,-0.05941002663677075
1.8,0.31,95.0,4.7700000000000005,33.0,-0.13685382283776737,0.10784248550030817
1.71,2.59,0.0,11.38,54.0,0.161875,-0.11356834697879847
0.91,3.88,24.0,12.58,40.0,0.212268823558739,-0.5800000000000001
11.18,1.56,27.0,5.08,26.0,-0.015309537077621727,0.07600853614784153
3.12,1.82,79.0,11.1,94.0,-0.05983437252388146,-0.0228878173984306
2.4,2.85,4.0,3.0,9.0,0.17024321553005572,-0.001725395930824991
10.73,3.83,83.0,1.9100000000000001,84.0,-0.09968290959253068,0.2632588571133141
7.71,2.08,67.0,10.98,38.0,-0.10177659583943655,0.15203749491462126
0.45,1.75,91.0,4.84,18.0,0.03172147885256965,0.05413174012906996
