qe,qc,vc,qs,vs,x1,x2,ref1,ref2,erro1,erro2,erro,control_elapsed
0.9927329025502194,0.24792398568974064,100.0,0.06194560851354685,100,0.015550689150273411,0.003883238035263284,4.0,4.0,3.9844493108497265,3.996116761964737,7.980566072814463,905.3544998168945
1.888663058284657,0.4217689755687883,100.0,0.10108568718472559,100,0.0445041198172261,0.010224131245038176,4.0,4.0,3.9554958801827738,3.989775868754962,7.945271748937736,937.997579574585
2.669601122739425,0.5831581083767062,100.0,0.13746429139074443,100,0.08503702686722138,0.018899928561534468,4.0,4.0,3.9149629731327784,3.9811000714384654,7.896063044571244,3159.1668128967285
3.3370652835027306,0.7352963457815214,100.0,0.17251767856924324,100,0.1351775077970206,0.029764837156164937,4.0,4.0,3.8648224922029795,3.970235162843835,7.835057655046814,3262.8400325775146
4.0,0.753236792297929,84.80741376938474,0.20093992205653202,100,0.19722338270161563,0.04037780387561099,4.0,4.0,3.8027766172983846,3.959622196124389,7.762398813422774,1684.7891807556152
4.0,1.0087693501801582,100.0,0.23493327704895797,100,0.2544078929641249,0.055195313298686974,4.0,4.0,3.745592107035875,3.944804686701313,7.690396793737188,2024.0180492401123
4.0,1.1126473448094338,100.0,0.2670979910861872,100,0.30949789260996285,0.07134254839102191,4.0,4.0,3.6905021073900373,3.928657451608978,7.619159558999016,5185.60004234314
4.0,1.204586136146254,100.0,0.2977009299451536,100,0.3627577461485484,0.08862675080786186,4.0,4.0,3.6372422538514515,3.9113732491921382,7.54861550304359,4828.032970428467
4.0,1.287450441964793,100.0,0.32696156469733634,100,0.4143823859451622,0.10690456031092427,4.0,4.0,3.5856176140548377,3.8930954396890756,7.478713053743913,6226.62878036499
4.0,1.3631189483182922,100.0,0.35505458595969025,100,0.4645232036807145,0.12606430201660693,4.0,4.0,3.5354767963192857,3.873935697983393,7.4094124943026785,4761.637449264526
4.0,1.4329025941273248,100.0,0.38211986875969034,100,0.5133021422579307,0.14601602381208145,4.0,4.0,3.4866978577420693,3.8539839761879184,7.340681833929988,5180.534601211548
4.0,1.49775908325411,100.0,0.40827082861585917,100,0.560820121696039,0.16668541292280487,4.0,4.0,3.439179878303961,3.833314587077195,7.272494465381156,5249.056816101074
4.0,1.558413240446728,100.0,0.4336007037919121,100,0.6071624316755679,0.18800984665071802,4.0,4.0,3.392837568324432,3.811990153349282,7.204827721673714,4457.590818405151
4.0,1.6154292798967917,100.0,0.4581871677868915,100,0.6524023658691801,0.20993570393831756,4.0,4.0,3.34759763413082,3.7900642960616824,7.137661930192502,5235.939741134644
4.0,1.669256571179741,100.0,0.48209572072381335,100,0.6966037731589674,0.2324164644882393,4.0,4.0,3.3033962268410324,3.767583535511761,7.070979762352794,4942.194223403931
4.0,1.72025989346988,100.0,0.5053822083879731,100,0.7398229085812595,0.2554113223838913,4.0,4.0,3.2601770914187407,3.744588677616109,7.004765769034849,4292.8266525268555
4.0,1.7687401568550507,100.0,0.52809471802615,100,0.7821098133425401,0.2788841484678604,4.0,4.0,3.21789018665746,3.7211158515321396,6.9390060381896,5086.591482162476
4.0,1.8149490231922303,100.0,0.5502750249011316,100,0.8235093676049386,0.3028026965558889,4.0,4.0,3.1764906323950615,3.6971973034441112,6.873687935839173,4654.128789901733
4.0,1.859099487509983,100.0,0.5719597110249403,100,0.8640621095166638,0.3271379846750291,4.0,4.0,3.135937890483336,3.672862015324971,6.808799905808307,4191.46990776062
4.0,1.9013737054121176,100.0,0.5931810414709437,100,0.9038048832576875,0.35186380481313323,4.0,4.0,3.0961951167423125,3.6481361951868667,6.744331311929179,6399.065732955933
4.0,1.9419288948039855,100.0,0.613967659016619,100,0.9427713594204833,0.3769563289076936,4.0,4.0,3.057228640579517,3.623043671092306,6.680272311671823,4976.693630218506
4.0,1.980901861028413,100.0,0.634345140886714,100,0.9809924583414646,0.4023937881663189,4.0,4.0,3.019007541658535,3.597606211833681,6.616613753492216,4964.163064956665
4.0,2.0184125185493813,100.0,0.6543364495422938,100,1.0184966984765653,0.42815620912819785,4.0,4.0,2.9815033015234347,3.571843790871802,6.553347092395237,6129.4755935668945
4.0,2.054566668384866,100.0,0.6739623011282907,100,1.05531048606169,0.45422519423468444,4.0,4.0,2.94468951393831,3.5457748057653156,6.490464319703626,4805.8412075042725
4.0,2.089458214902322,100.0,0.693241469246025,100,1.0914583581947193,0.48058373774577146,4.0,4.0,2.9085416418052805,3.5194162622542287,6.427957904059509,5629.9474239349365
4.0,2.1231709543482538,100.0,0.7121910374212606,100,1.1269631885438383,0.5072160700388304,4.0,4.0,2.8730368114561617,3.4927839299611696,6.365820741417331,5128.803014755249
4.0,2.1557800320646248,100.0,0.7308266104973236,100,1.1618463627570568,0.5341075249284835,4.0,4.0,2.838153637242943,3.4658924750715165,6.3040461123144595,4568.119287490845
4.0,2.1873531404300484,100.0,0.7491624928596775,100,1.1961279290769236,0.561244425831235,4.0,4.0,2.8038720709230764,3.438755574168765,6.242627645091842,5616.1932945251465
4.0,2.217951511756131,100.0,0.7672118396613664,100,1.2298267284898405,0.5886139874862167,4.0,4.0,2.7701732715101595,3.411386012513783,6.181559284023942,4656.771898269653
4.0,2.2476307474553097,100.0,0.7849867859065712,100,1.2629605078499921,0.6162042306167556,4.0,4.0,2.737039492150008,3.3837957693832443,6.120835261533252,4257.092475891113
4.0,2.276441515305592,100.0,0.8024985572486145,100,1.2955460187366943,0.6440039074339907,4.0,4.0,2.7044539812633057,3.3559960925660093,6.060450073829315,5645.6592082977295
4.0,2.3044301395765774,100.0,0.8197575655882484,100,1.3275991042766406,0.6720024362841002,4.0,4.0,2.672400895723359,3.3279975637158996,6.000398459439259,4247.6255893707275
4.0,2.3316391034680493,100.0,0.8367734919597889,100,1.3591347757503254,0.7001898440539625,4.0,4.0,2.6408652242496746,3.2998101559460373,5.940675380195712,4206.63595199585
4.0,2.358107479272659,100.0,0.8535553587243409,100,1.390167280476787,0.7285567151973931,4.0,4.0,2.609832719523213,3.271443284802607,5.881276004325819,5520.775079727173
4.0,2.383871298572507,100.0,0.8701115927199322,100,1.4207101622121872,0.7570941464409628,4.0,4.0,2.5792898377878126,3.242905853559037,5.82219569134685,4089.1246795654297
4.0,2.408963872376387,100.0,0.8864500807248608,100,1.4507763150904034,0.7857937063863182,4.0,4.0,2.5492236849095966,3.2142062936136817,5.763429978523279,4017.8191661834717
4.0,2.433416069226878,100.0,0.9025782183557456,100,1.480378031966382,0.8146473993535095,4.0,4.0,2.519621968033618,3.1853526006464907,5.704974568680109,6008.1140995025635
4.0,2.4572565578278414,100.0,0.918502953332711,100,1.5095270478868488,0.843647632913608,4.0,4.0,2.4904729521131515,3.156352367086392,5.646825319199543,4977.488040924072
4.0,2.480512019569781,100.0,0.9342308238909792,100,1.538234579301575,0.8727871886438299,4.0,4.0,2.461765420698425,3.12721281135617,5.588978232054595,4951.369762420654
4.0,2.5032073353932813,100.0,0.9497679929933475,100,1.5665113595366769,0.9020591957083287,4.0,4.0,2.433488640463323,3.0979408042916714,5.531429444754995,6233.714580535889
4.0,2.5253657506770937,100.0,0.9651202788957881,100,1.5943676709754897,0.931457106925727,4.0,4.0,2.4056323290245105,3.068542893074273,5.474175222098784,4965.166330337524
4.0,2.5470090212275722,100.0,0.9802931825341994,100,1.621813374329357,0.9609746770326604,4.0,4.0,2.3781866256706428,3.0390253229673396,5.417211948637982,5682.7332973480225
4.0,2.5681575429498484,100.0,0.9952919121306467,100,1.6488579353277888,0.9906059428929318,4.0,4.0,2.351142064672211,3.0093940571070683,5.36053612177928,5078.21249961853
