qe,qs,x,ref,erro,s,value_s,a,value_a,next_s,value_next_s,reward,done
3.08,4.027423571241019,4.222240758135249,7.0,-2.777759241864751,928,-2.72,77,0.77,922,-2.78,0,False
4.0,4.384550218464378,4.197810132447044,7.0,-2.802189867552956,922,-2.78,101,1.01,920,-2.8,0,False
4.0,3.5763842373695924,4.2246398519077095,7.0,-2.7753601480922905,920,-2.8,103,1.03,922,-2.78,0,False
4.0,4.306372612883888,4.205182059636382,7.0,-2.794817940363618,922,-2.78,101,1.01,921,-2.79,0,False
3.68,4.16789797806587,4.174208216028333,7.0,-2.825791783971667,921,-2.79,92,0.92,917,-2.83,0,False
4.0,4.360204681899126,4.151322156847868,7.0,-2.8486778431521316,917,-2.83,108,1.08,915,-2.85,0,False
3.52,3.66344498785374,4.142231833525165,7.0,-2.857768166474835,915,-2.85,88,0.88,914,-2.86,0,False
3.24,4.006068966132956,4.0936142207840005,7.0,-2.9063857792159995,914,-2.86,81,0.81,909,-2.91,0,False
3.96,3.5321228306669927,4.120718368847257,7.0,-2.879281631152743,909,-2.91,99,0.99,912,-2.88,0,False
3.92,4.016328645127578,4.1146050714469835,7.0,-2.8853949285530165,912,-2.88,98,0.98,911,-2.89,0,False
0.68,0.040765492082485956,4.154563363975896,7.0,-2.845436636024104,911,-2.89,17,0.17,915,-2.85,0,False
3.52,4.412978273660706,4.097804463783252,7.0,-2.902195536216748,915,-2.85,88,0.88,910,-2.9,0,False
4.0,3.968599342753265,4.099796997066893,7.0,-2.9002030029331074,910,-2.9,104,1.04,910,-2.9,0,False
4.0,4.32222729284176,4.079320884027779,7.0,-2.920679115972221,910,-2.9,104,1.04,908,-2.92,0,False
3.48,4.217024114606071,4.0324972445789395,7.0,-2.9675027554210605,908,-2.92,87,0.87,903,-2.97,0,False
4.0,3.7817180986603183,4.046341187024773,7.0,-2.9536588129752266,903,-2.97,102,1.02,905,-2.95,0,False
2.72,0.0,4.216341187024773,7.0,-2.7836588129752267,905,-2.95,68,0.68,922,-2.78,0,False
4.0,3.7843266999114045,4.230011092013587,7.0,-2.769988907986413,922,-2.78,101,1.01,923,-2.77,0,False
4.0,4.149858235221428,4.220499601079916,7.0,-2.779500398920084,923,-2.77,101,1.01,922,-2.78,0,False
4.0,3.6659630192823216,4.241661673891021,7.0,-2.758338326108979,922,-2.78,101,1.01,924,-2.76,0,False
4.0,3.674853458240709,4.262259831286094,7.0,-2.7377401687139056,924,-2.76,103,1.03,926,-2.74,0,False
3.56,3.6717982825620026,4.255177390508149,7.0,-2.744822609491851,926,-2.74,89,0.89,926,-2.74,0,False
1.8,0.12528216110191315,4.359894454755111,7.0,-2.6401055452448894,926,-2.74,45,0.45,936,-2.64,0,False
4.0,3.8869374485316492,4.367060095853544,7.0,-2.632939904146456,936,-2.64,107,1.07,937,-2.63,0,False
3.64,3.6362655451071255,4.367296562657822,7.0,-2.632703437342178,937,-2.63,91,0.91,937,-2.63,0,False
3.64,4.123269554086829,4.336639477096571,7.0,-2.663360522903429,937,-2.63,91,0.91,934,-2.66,0,False
3.92,4.076934060392266,4.3266852946164605,7.0,-2.6733147053835395,934,-2.66,98,0.98,933,-2.67,0,False
3.72,3.7839515312533933,4.322633153505135,7.0,-2.6773668464948646,933,-2.67,93,0.93,932,-2.68,0,False
3.84,4.470002848151799,4.282609662532667,7.0,-2.717390337467333,932,-2.68,96,0.96,928,-2.72,0,False
3.72,4.166430293203823,4.254276821047074,7.0,-2.745723178952926,928,-2.72,93,0.93,925,-2.75,0,False
3.72,3.672702649005503,4.257273122359767,7.0,-2.7427268776402327,925,-2.75,93,0.93,926,-2.74,0,False
3.56,3.267124883156167,4.275798287853276,7.0,-2.7242017121467237,926,-2.74,89,0.89,928,-2.72,0,False
4.0,4.251701167770297,4.259819172883273,7.0,-2.7401808271167267,928,-2.72,108,1.08,926,-2.74,0,False
3.56,3.831161655034297,4.242630308866196,7.0,-2.757369691133804,926,-2.74,89,0.89,924,-2.76,0,False
0.12,0.041219193859460206,4.247554856057728,7.0,-2.752445143942272,924,-2.76,3,0.03,925,-2.75,0,False
3.72,3.589555708655149,4.255816066816294,7.0,-2.744183933183706,925,-2.75,93,0.93,926,-2.74,0,False
2.68,3.5658154835821687,4.199713123114694,7.0,-2.8002868768853064,926,-2.74,67,0.67,920,-2.8,0,False
4.0,3.577168581197996,4.226493087150705,7.0,-2.773506912849295,920,-2.8,103,1.03,923,-2.77,0,False
4.0,4.068477394824486,4.222148160551681,7.0,-2.777851839448319,923,-2.77,101,1.01,922,-2.78,0,False
4.0,4.026577520355811,4.220462053096201,7.0,-2.7795379469037993,922,-2.78,101,1.01,922,-2.78,0,False
4.0,3.6258407817221667,4.244162290068244,7.0,-2.7558377099317557,922,-2.78,101,1.01,924,-2.76,0,False
4.0,3.756265141626092,4.259607712130478,7.0,-2.740392287869522,924,-2.76,103,1.03,926,-2.74,0,False
3.56,4.428994486123869,4.204393496420733,7.0,-2.7956065035792674,926,-2.74,89,0.89,920,-2.8,0,False
4.0,3.418630120096539,4.241191332169502,7.0,-2.7588086678304977,920,-2.8,109,1.09,924,-2.76,0,False
4.0,3.795120942997933,4.254176546879998,7.0,-2.7458234531200016,924,-2.76,103,1.03,925,-2.75,0,False
3.72,4.152905013230685,4.226700705087132,7.0,-2.773299294912868,925,-2.75,93,0.93,923,-2.77,0,False
4.0,3.668570347355122,4.247697392345016,7.0,-2.7523026076549844,923,-2.77,101,1.01,925,-2.75,0,False
3.72,3.66993914295763,4.2508687952418756,7.0,-2.7491312047581244,925,-2.75,93,0.93,925,-2.75,0,False
3.72,3.2685109914463735,4.279426717873756,7.0,-2.720573282126244,925,-2.75,93,0.93,928,-2.72,0,False
3.72,3.8441990999966915,4.27155410850156,7.0,-2.72844589149844,928,-2.72,93,0.93,927,-2.73,0,False
3.16,3.6650526064453017,4.23955855948062,7.0,-2.7604414405193802,927,-2.73,79,0.79,924,-2.76,0,False
4.0,3.6739708511901483,4.260212698306619,7.0,-2.739787301693381,924,-2.76,103,1.03,926,-2.74,0,False
3.56,3.268221235547758,4.278668441476945,7.0,-2.7213315585230546,926,-2.74,89,0.89,928,-2.72,0,False
2.52,2.442221823888394,4.283573151360999,7.0,-2.716426848639001,928,-2.72,63,0.63,928,-2.72,0,False
4.0,4.455383429726623,4.2546413151875475,7.0,-2.7453586848124525,928,-2.72,108,1.08,925,-2.75,0,False
3.72,4.153126440865382,4.227151442495599,7.0,-2.7728485575044006,925,-2.75,93,0.93,923,-2.77,0,False
4.0,3.6687597950149815,4.248136113027076,7.0,-2.7518638869729237,923,-2.77,101,1.01,925,-2.75,0,False
1.16,3.246120910202503,4.1161420227806635,7.0,-2.8838579772193365,925,-2.75,29,0.29,912,-2.88,0,False
3.92,4.171275524430286,4.100185113350912,7.0,-2.8998148866490876,912,-2.88,98,0.98,910,-2.9,0,False
4.0,3.7729057883226313,4.114583962593165,7.0,-2.885416037406835,910,-2.9,104,1.04,911,-2.89,0,False
4.0,4.408046418937719,4.08864695453565,7.0,-2.9113530454643497,911,-2.89,103,1.03,909,-2.91,0,False
3.96,3.963103521574056,4.088450016231665,7.0,-2.911549983768335,909,-2.91,99,0.99,909,-2.91,0,False
3.96,4.315102919281794,4.065884215838505,7.0,-2.934115784161495,909,-2.91,99,0.99,907,-2.93,0,False
3.32,4.205061983354996,4.00965337051703,7.0,-2.9903466294829704,907,-2.93,83,0.83,901,-2.99,0,False
4.0,3.771336861402844,4.024156307854905,7.0,-2.9758436921450953,901,-2.99,105,1.05,902,-2.98,0,False
4.0,3.7779308268103944,4.038240657495833,7.0,-2.961759342504167,902,-2.98,109,1.09,904,-2.96,0,False
4.0,4.096349303440362,4.032122223788735,7.0,-2.9678777762112647,904,-2.96,108,1.08,903,-2.97,0,False
3.68,4.315526478061365,3.991724223827179,8.0,-4.008275776172821,803,-3.97,92,0.92,799,-4.01,0,False
4.0,3.8408740276548627,4.00182033309029,8.0,-3.99817966690971,799,-4.01,107,1.07,800,-4.0,0,False
3.96,3.844392259075767,4.0091552152808525,8.0,-3.9908447847191475,800,-4.0,99,0.99,801,-3.99,0,False
4.0,4.275526028505766,3.9916435463427877,8.0,-4.008356453657212,801,-3.99,104,1.04,799,-4.01,0,False
4.0,2.9806819779718157,4.05609008786901,8.0,-3.94390991213099,799,-4.01,107,1.07,806,-3.94,0,False
3.48,3.855457658597818,4.0322701779515935,8.0,-3.9677298220484065,806,-3.94,87,0.87,803,-3.97,0,False
3.68,3.85028963278229,4.021466302790625,8.0,-3.978533697209375,803,-3.97,92,0.92,802,-3.98,0,False
4.0,4.281897936327143,4.003550106082504,8.0,-3.9964498939174957,802,-3.98,107,1.07,800,-4.0,0,False
0.32,1.545596603928097,3.926478773552727,8.0,-4.073521226447273,800,-4.0,8,0.08,793,-4.07,0,False
4.0,3.9642155049413033,3.928750948934724,8.0,-4.071249051065276,793,-4.07,106,1.06,793,-4.07,0,False
4.0,4.233683055051971,3.913896208244046,8.0,-4.086103791755955,793,-4.07,106,1.06,791,-4.09,0,False
1.64,0.9942852663378027,3.9544126204545167,8.0,-4.045587379545483,791,-4.09,41,0.41,795,-4.05,0,False
3.84,4.280088258694039,3.9264337188324694,8.0,-4.073566281167531,795,-4.05,96,0.96,793,-4.07,0,False
1.28,2.1641471566211425,3.8706900791495507,8.0,-4.129309920850449,793,-4.07,32,0.32,787,-4.13,0,False
3.88,3.780501450185402,3.8770044977231852,8.0,-4.122995502276815,787,-4.13,97,0.97,788,-4.12,0,False
3.92,3.708151819189902,3.8904443160974047,8.0,-4.109555683902595,788,-4.12,98,0.98,789,-4.11,0,False
3.8,3.7108460147832742,3.8961002268878246,8.0,-4.103899773112175,789,-4.11,95,0.95,790,-4.1,0,False
3.72,3.2108443394595705,3.9283329530210436,8.0,-4.071667046978956,790,-4.1,93,0.93,793,-4.07,0,False
4.0,3.8112418255888376,3.940310565001209,8.0,-4.059689434998791,793,-4.07,106,1.06,794,-4.06,0,False
3.12,3.713953539492358,3.902631771500526,8.0,-4.097368228499474,794,-4.06,78,0.78,790,-4.1,0,False
3.72,3.714132134625813,3.903004021520296,8.0,-4.096995978479704,790,-4.1,93,0.93,790,-4.1,0,False
3.72,3.213593317331774,3.9350623639289126,8.0,-4.064937636071088,790,-4.1,93,0.93,794,-4.06,0,False
0.12,0.474742136907339,3.9128489350669757,8.0,-4.087151064933025,794,-4.06,3,0.03,791,-4.09,0,False
3.28,3.1291951908178723,3.922392767759192,8.0,-4.077607232240808,791,-4.09,82,0.82,792,-4.08,0,False
3.76,4.222365387590391,3.8930001408268984,8.0,-4.106999859173102,792,-4.08,94,0.94,789,-4.11,0,False
3.8,3.5969195935161693,3.9058771921140227,8.0,-4.094122807885977,789,-4.11,95,0.95,791,-4.09,0,False
0.84,1.8426728694426648,3.8427395148559373,8.0,-4.157260485144063,791,-4.09,21,0.21,784,-4.16,0,False
4.0,4.2640832660484795,3.825943667052104,8.0,-4.174056332947896,784,-4.16,101,1.01,783,-4.17,0,False
4.0,3.6487433998522114,3.8482260506441834,8.0,-4.151773949355817,783,-4.17,103,1.03,785,-4.15,0,False
4.0,3.620771980726782,3.872277899782328,8.0,-4.127722100217672,785,-4.15,102,1.02,787,-4.13,0,False
3.88,3.9338815084597063,3.868856229627445,8.0,-4.131143770372555,787,-4.13,97,0.97,787,-4.13,0,False
1.56,0.7916595101481019,3.9170297913307484,8.0,-4.082970208669252,787,-4.13,39,0.39,792,-4.08,0,False
3.76,3.6834962675417504,3.9218821609154726,8.0,-4.078117839084527,792,-4.08,94,0.94,792,-4.08,0,False
3.76,3.7241820086581408,3.9241543203953264,8.0,-4.075845679604674,792,-4.08,94,0.94,792,-4.08,0,False
3.76,3.106517373072651,3.965501949845985,8.0,-4.034498050154015,792,-4.08,94,0.94,797,-4.03,0,False
3.88,0.04101451146057908,4.205475464775296,8.0,-3.7945245352247037,797,-4.03,97,0.97,821,-3.79,0,False
4.0,3.8195345967463954,4.216915792735822,8.0,-3.783084207264178,821,-3.79,104,1.04,822,-3.78,0,False
4.0,3.824567795910586,4.228036838296791,8.0,-3.7719631617032094,822,-3.78,103,1.03,823,-3.77,0,False
4.0,3.9893826934346914,4.228710300206535,8.0,-3.7712896997934653,823,-3.77,109,1.09,823,-3.77,0,False
4.0,3.789703248180801,4.242039157736601,8.0,-3.757960842263399,823,-3.77,109,1.09,824,-3.76,0,False
3.84,4.150750719911079,4.222316019296525,8.0,-3.7776839807034754,824,-3.76,96,0.96,822,-3.78,0,False
4.0,3.9069008382758597,4.228219571400384,8.0,-3.771780428599616,822,-3.78,103,1.03,823,-3.77,0,False
4.0,3.8695545030984317,4.2364899394961615,8.0,-3.7635100605038385,823,-3.77,109,1.09,824,-3.76,0,False
3.84,3.9486692051805217,4.229598082217133,8.0,-3.770401917782867,824,-3.76,96,0.96,823,-3.77,0,False
4.0,3.3882237019476875,4.268313073044223,8.0,-3.731686926955777,823,-3.77,109,1.09,827,-3.73,0,False
3.72,3.3963427086125897,4.2887942594801896,8.0,-3.7112057405198104,827,-3.73,93,0.93,829,-3.71,0,False
4.0,4.497963656547724,4.25715256957003,8.0,-3.74284743042997,829,-3.71,108,1.08,826,-3.74,0,False
3.24,4.100033926785601,4.20257431847303,8.0,-3.7974256815269696,826,-3.74,81,0.81,820,-3.8,0,False
3.76,1.624356489258796,4.336840357170025,8.0,-3.6631596428299753,820,-3.8,94,0.94,834,-3.66,0,False
3.28,3.897407445729956,4.297701167282662,8.0,-3.7022988327173376,834,-3.66,82,0.82,830,-3.7,0,False
4.0,4.4225359225479455,4.270861109683529,8.0,-3.729138890316471,830,-3.7,106,1.06,827,-3.73,0,False
3.72,3.275957133769012,4.298947269560295,8.0,-3.701052730439705,827,-3.73,93,0.93,830,-3.7,0,False
4.0,3.8200940846231766,4.310348633577376,8.0,-3.6896513664226243,830,-3.7,106,1.06,831,-3.69,0,False
4.0,3.297169715948634,4.354800257931221,8.0,-3.6451997420687787,831,-3.69,109,1.09,835,-3.65,0,False
4.0,4.168504961511699,4.3441092440516735,8.0,-3.6558907559483265,835,-3.65,108,1.08,834,-3.66,0,False
3.28,3.8602632781725315,4.307330822330985,8.0,-3.692669177669015,834,-3.66,82,0.82,831,-3.69,0,False
4.0,4.3471936926803885,4.285283833832555,8.0,-3.7147161661674453,831,-3.69,109,1.09,829,-3.71,0,False
4.0,3.733500776092991,4.3021681215142,8.0,-3.6978318784858004,829,-3.71,108,1.08,830,-3.7,0,False
4.0,3.9829021733755443,4.30325234279052,8.0,-3.69674765720948,830,-3.7,106,1.06,830,-3.7,0,False
4.0,4.305087643366716,4.283881968903366,8.0,-3.7161180310966344,830,-3.7,106,1.06,828,-3.72,0,False
4.0,3.9746727805892235,4.285488087942012,8.0,-3.714511912057988,828,-3.72,107,1.07,829,-3.71,0,False
4.0,3.369210102809137,4.325396997781313,8.0,-3.674603002218687,829,-3.71,108,1.08,833,-3.67,0,False
3.4,3.895716354371205,4.293971822387991,8.0,-3.7060281776120094,833,-3.67,85,0.85,829,-3.71,0,False
4.0,3.3724331002830494,4.333676349370472,8.0,-3.6663236506295283,829,-3.71,108,1.08,833,-3.67,0,False
3.4,3.899365622825818,4.302020258800832,8.0,-3.697979741199168,833,-3.67,85,0.85,830,-3.7,0,False
4.0,3.8618096636206687,4.31077924510601,8.0,-3.6892207548939897,830,-3.7,106,1.06,831,-3.69,0,False
4.0,4.4290872023287475,4.2835237024812125,8.0,-3.7164762975187875,831,-3.69,109,1.09,828,-3.72,0,False
2.24,1.0852906636040214,4.355975507536754,8.0,-3.644024492463246,828,-3.72,56,0.56,836,-3.64,0,False
4.0,4.007022161657898,4.355530251857565,8.0,-3.644469748142435,836,-3.64,109,1.09,836,-3.64,0,False
1.28,0.5036649270150799,4.404138159958616,8.0,-3.595861840041384,836,-3.64,32,0.32,840,-3.6,0,False
4.0,4.353946197941048,4.381669712916058,8.0,-3.6183302870839418,840,-3.6,100,1.0,838,-3.62,0,False
3.8,3.8094436283120614,4.381071393164044,8.0,-3.618928606835956,838,-3.62,95,0.95,838,-3.62,0,False
3.8,4.215326710490779,4.354717209829953,8.0,-3.6452827901700466,838,-3.62,95,0.95,835,-3.65,0,False
4.0,3.965896466795774,4.356879292537766,8.0,-3.6431207074622343,835,-3.65,108,1.08,836,-3.64,0,False
4.0,3.7636165604032064,4.371853918223043,8.0,-3.628146081776957,836,-3.64,109,1.09,837,-3.63,0,False
4.0,4.014113015150437,4.370959074366105,8.0,-3.6290409256338947,837,-3.63,102,1.02,837,-3.63,0,False
4.0,4.29749493706742,4.352075948716125,8.0,-3.6479240512838746,837,-3.63,102,1.02,835,-3.65,0,False
4.0,4.005278863871949,4.351741228560519,8.0,-3.6482587714394814,835,-3.65,108,1.08,835,-3.65,0,False
4.0,3.883407046579309,4.359130713157456,8.0,-3.640869286842544,835,-3.65,108,1.08,836,-3.64,0,False
0.96,0.5027276244540226,4.387761517716374,8.0,-3.612238482283626,836,-3.64,24,0.24,839,-3.61,0,False
4.0,4.224418644511604,4.373521600735903,8.0,-3.626478399264097,839,-3.61,108,1.08,837,-3.63,0,False
4.0,3.9742063950646664,4.375156804444298,8.0,-3.6248431955557017,837,-3.63,102,1.02,838,-3.62,0,False
3.8,3.765965218056201,4.3773128374095815,8.0,-3.6226871625904185,838,-3.62,95,0.95,838,-3.62,0,False
3.8,4.010888857868608,4.363941243643385,8.0,-3.636058756356615,838,-3.62,95,0.95,836,-3.64,0,False
4.0,4.29413393773009,4.345271224712332,8.0,-3.6547287752876683,836,-3.64,109,1.09,835,-3.65,0,False
4.0,4.002235046455721,4.345129504179353,8.0,-3.6548704958206466,835,-3.65,108,1.08,835,-3.65,0,False
4.0,3.8805418336639814,4.352700660628706,8.0,-3.647299339371294,835,-3.65,108,1.08,835,-3.65,0,False
4.0,4.4902823967114625,4.321555605539975,8.0,-3.6784443944600254,835,-3.65,108,1.08,832,-3.68,0,False
4.0,3.4236452352131646,4.358024257919519,8.0,-3.641975742080481,832,-3.68,100,1.0,836,-3.64,0,False
4.0,4.1700058651340495,4.347238076321115,8.0,-3.6527619236788853,836,-3.64,109,1.09,835,-3.65,0,False
4.0,4.527742240704787,4.313707879883,8.0,-3.686292120117,835,-3.65,108,1.08,831,-3.69,0,False
2.76,2.660427467880691,4.319991451212497,8.0,-3.6800085487875034,831,-3.69,69,0.69,832,-3.68,0,False
4.0,4.473801992177193,4.289891485191051,8.0,-3.710108514808949,832,-3.68,100,1.0,829,-3.71,0,False
4.0,4.13817501747699,4.2811238162190115,8.0,-3.7188761837809885,829,-3.71,108,1.08,828,-3.72,0,False
4.0,4.414218215981984,4.2548112974820835,8.0,-3.7451887025179165,828,-3.72,107,1.07,825,-3.75,0,False
3.76,4.234142584630548,4.224708912800612,8.0,-3.7752910871993883,825,-3.75,94,0.94,822,-3.78,0,False
4.0,3.9479288021265697,4.228011323444254,8.0,-3.771988676555746,822,-3.78,103,1.03,823,-3.77,0,False
4.0,4.387466269178288,4.203395710665187,8.0,-3.7966042893348133,823,-3.77,109,1.09,820,-3.8,0,False
4.0,3.5786859353407894,4.23007942116352,8.0,-3.76992057883648,820,-3.8,103,1.03,823,-3.77,0,False
4.0,3.065126116747864,4.28916791536968,8.0,-3.7108320846303204,823,-3.77,109,1.09,829,-3.71,0,False
0.88,0.7050496965379184,4.300130381856521,8.0,-3.699869618143479,829,-3.71,22,0.22,830,-3.7,0,False
4.0,4.142973649124893,4.29105838460926,8.0,-3.7089416153907404,830,-3.7,106,1.06,829,-3.71,0,False
4.0,3.5336227422473243,4.320583118207515,8.0,-3.679416881792485,829,-3.71,108,1.08,832,-3.68,0,False
4.0,4.353701353552484,4.298123429209175,8.0,-3.7018765707908248,832,-3.68,100,1.0,830,-3.7,0,False
4.0,3.374009214664813,4.337728010715718,8.0,-3.6622719892842817,830,-3.7,106,1.06,834,-3.66,0,False
3.28,4.37967592649282,4.267887170881855,8.0,-3.7321128291181447,834,-3.66,82,0.82,827,-3.73,0,False
4.0,1.1806356023016895,4.444835745210737,8.0,-3.555164254789263,827,-3.73,104,1.04,844,-3.56,0,False
4.0,4.373506191689088,4.421127301427033,8.0,-3.578872698572967,844,-3.56,109,1.09,842,-3.58,0,False
4.0,2.7991835151885067,4.496915159738888,8.0,-3.5030848402611117,842,-3.58,107,1.07,850,-3.5,0,False
3.84,4.598073604537556,4.448763347032792,8.0,-3.5512366529672077,850,-3.5,96,0.96,845,-3.55,0,False
4.0,4.212035865361952,4.435312572782413,8.0,-3.564687427217587,845,-3.55,102,1.02,844,-3.56,0,False
4.0,3.5906727178701794,4.4612203230271925,8.0,-3.5387796769728075,844,-3.56,109,1.09,846,-3.54,0,False
4.0,3.6008254748664643,4.486484559850191,8.0,-3.513515440149809,846,-3.54,108,1.08,849,-3.51,0,False
3.84,4.429486900568235,4.449063209695094,8.0,-3.550936790304906,849,-3.51,96,0.96,845,-3.55,0,False
4.0,3.4308322430607747,4.485065397433013,8.0,-3.5149346025669868,845,-3.55,102,1.02,849,-3.51,0,False
3.84,4.306039239701732,4.455494051549604,8.0,-3.5445059484503956,849,-3.51,96,0.96,846,-3.54,0,False
4.0,3.4332328282819784,4.491344087947216,8.0,-3.5086559120527836,846,-3.54,108,1.08,849,-3.51,0,False
3.84,4.472731823046835,4.451171733733472,8.0,-3.5488282662665283,849,-3.51,96,0.96,845,-3.55,0,False
4.0,3.844058511928462,4.461050552468406,8.0,-3.5389494475315937,845,-3.55,102,1.02,846,-3.54,0,False
3.24,1.3270255096130548,4.581156640397291,8.0,-3.4188433596027092,846,-3.54,81,0.81,858,-3.42,0,False
3.68,2.8415487525925403,4.634066139316484,8.0,-3.3659338606835156,858,-3.42,92,0.92,863,-3.37,0,False
3.84,4.458585572200153,4.5948131368547145,8.0,-3.4051868631452855,863,-3.37,96,0.96,859,-3.41,0,False
4.0,2.8517115629886,4.667272543312823,8.0,-3.332727456687177,859,-3.41,107,1.07,867,-3.33,0,False
4.0,3.8915565500216087,4.674139231664649,8.0,-3.3258607683353514,867,-3.33,107,1.07,867,-3.33,0,False
4.0,3.640934884540654,4.696855076842981,8.0,-3.303144923157019,867,-3.33,107,1.07,870,-3.3,0,False
4.0,3.649518527362372,4.719027246602343,8.0,-3.2809727533976574,870,-3.3,102,1.02,872,-3.28,0,False
4.0,4.712914715382918,4.673761621326381,8.0,-3.3262383786736187,872,-3.28,105,1.05,867,-3.33,0,False
3.52,3.6714406609903247,4.664179233731361,8.0,-3.3358207662686388,867,-3.33,88,0.88,866,-3.34,0,False
4.0,3.679416180380749,4.6844638527356715,8.0,-3.3155361472643285,866,-3.34,102,1.02,868,-3.32,0,False
3.8,4.103828476975365,4.665211307122193,8.0,-3.334788692877807,868,-3.32,95,0.95,867,-3.33,0,False
2.96,3.149422010825387,4.653246387966327,8.0,-3.346753612033673,867,-3.33,74,0.74,865,-3.35,0,False
3.6,3.6655017702166064,4.649101679445603,8.0,-3.350898320554397,865,-3.35,90,0.9,865,-3.35,0,False
3.6,3.663907279568917,4.645057842420304,8.0,-3.3549421575796963,865,-3.35,90,0.9,865,-3.35,0,False
3.6,3.6623509423377523,4.641112464246839,8.0,-3.358887535753161,865,-3.35,90,0.9,864,-3.36,0,False
4.0,3.6705667927046766,4.661957645305843,8.0,-3.3380423546941573,864,-3.36,104,1.04,866,-3.34,0,False
4.0,3.6785647884911614,4.6822961939044605,8.0,-3.3177038060955395,866,-3.34,102,1.02,868,-3.32,0,False
3.8,3.681508442164497,4.68979353386275,8.0,-3.3102064661372497,868,-3.32,95,0.95,869,-3.31,0,False
4.0,3.3070332890163363,4.733580969756538,8.0,-3.266419030243462,869,-3.31,107,1.07,873,-3.27,0,False
4.0,4.172478592719222,4.722650902582119,8.0,-3.277349097417881,873,-3.27,107,1.07,872,-3.28,0,False
4.0,4.588845906630694,4.6852796933548975,8.0,-3.3147203066451025,872,-3.28,105,1.05,869,-3.31,0,False
3.76,3.5124259865835694,4.700935247437443,8.0,-3.2990647525625567,869,-3.31,94,0.94,870,-3.3,0,False
4.0,4.6622428855796265,4.6588919470416,8.0,-3.3411080529583996,870,-3.3,102,1.02,866,-3.34,0,False
4.0,3.2964559851301103,4.703349327529534,8.0,-3.2966506724704656,866,-3.34,102,1.02,870,-3.3,0,False
4.0,3.9484414681195803,4.706614356717581,8.0,-3.293385643282419,870,-3.3,102,1.02,871,-3.29,0,False
4.0,2.065506731672486,4.8283354220401655,8.0,-3.1716645779598345,871,-3.29,108,1.08,883,-3.17,0,False
4.0,4.170292771767636,4.8175468941168695,8.0,-3.1824531058831305,883,-3.17,100,1.0,882,-3.18,0,False
4.0,3.565839647003129,4.844996694005727,8.0,-3.1550033059942733,882,-3.18,102,1.02,884,-3.16,0,False
2.6,4.436023533558233,4.7285532337421445,8.0,-3.2714467662578555,884,-3.16,65,0.65,873,-3.27,0,False
4.0,0.9316897447495673,4.920894823170457,8.0,-3.079105176829543,873,-3.27,108,1.08,892,-3.08,0,False
4.0,4.596314911018888,4.883072213319452,8.0,-3.116927786680548,892,-3.08,106,1.06,888,-3.12,0,False
4.0,4.407819000875634,4.857218943390055,8.0,-3.1427810566099446,888,-3.12,100,1.0,886,-3.14,0,False
4.0,4.652336776430826,4.815827020737263,8.0,-3.184172979262737,886,-3.14,101,1.01,882,-3.18,0,False
4.0,2.6999749622637803,4.897784491476848,8.0,-3.1022155085231518,882,-3.18,102,1.02,890,-3.1,0,False
3.64,4.660635845941317,4.833025858787618,8.0,-3.166974141212382,890,-3.1,91,0.91,883,-3.17,0,False
4.0,2.7046302666466273,4.914688613571105,8.0,-3.085311386428895,883,-3.17,100,1.0,891,-3.09,0,False
3.88,4.67564701307957,4.864207439657966,8.0,-3.1357925603420336,891,-3.09,97,0.97,886,-3.14,0,False
4.0,2.713050344589647,4.94533717329001,8.0,-3.05466282670999,886,-3.14,101,1.01,895,-3.05,0,False
3.84,4.688740899797607,4.891489718310766,8.0,-3.1085102816892336,895,-3.05,96,0.96,889,-3.11,0,False
3.92,2.719039964210869,4.967197073404323,8.0,-3.032802926595677,889,-3.11,98,0.98,897,-3.03,0,False
3.88,4.700076681049819,4.915170021214231,8.0,-3.084829978785769,897,-3.03,97,0.97,892,-3.08,0,False
4.0,3.9476231305965537,4.918484983002223,8.0,-3.081515016997777,892,-3.08,106,1.06,892,-3.08,0,False
4.0,4.0354135965716775,4.916243000487706,8.0,-3.0837569995122944,892,-3.08,106,1.06,892,-3.08,0,False
0.96,3.617191607808759,4.748187311794274,8.0,-3.2518126882057263,892,-3.08,24,0.24,875,-3.25,0,False
4.0,3.284081056888719,4.793415477673905,8.0,-3.2065845223260947,875,-3.25,105,1.05,879,-3.21,0,False
3.2,3.879580633118265,4.750395810704742,8.0,-3.2496041892952583,879,-3.21,80,0.8,875,-3.25,0,False
4.0,3.967619350405246,4.752446237114444,8.0,-3.2475537628855564,875,-3.25,105,1.05,875,-3.25,0,False
4.0,3.2855087197805,4.797583997141108,8.0,-3.202416002858892,875,-3.25,105,1.05,880,-3.2,0,False
3.84,3.8973281437606384,4.793955087335002,8.0,-3.206044912664998,880,-3.2,96,0.96,879,-3.21,0,False
3.2,3.9647303585258764,4.7455310321950845,8.0,-3.2544689678049155,879,-3.21,80,0.8,875,-3.25,0,False
1.88,3.322393234112936,4.654371646331203,8.0,-3.345628353668797,875,-3.25,47,0.47,865,-3.35,0,False
3.6,3.83405226590494,4.639552938436051,8.0,-3.3604470615639492,865,-3.35,90,0.9,864,-3.36,0,False
4.0,3.922289927329869,4.644474493276456,8.0,-3.355525506723544,864,-3.36,104,1.04,864,-3.36,0,False
1.0,0.346331671977452,4.685376054228717,8.0,-3.3146239457712827,864,-3.36,25,0.25,869,-3.31,0,False
