qe,qs,x,ref,erro,s,value_s,a,value_a,next_s,value_next_s,reward,done
3.76,4.480297079261845,4.639672360677757,8.0,-3.360327639322243,869,-3.31,94,0.94,864,-3.36,0,False
4.0,2.8651249589043317,4.711282096907865,8.0,-3.2887179030921354,864,-3.36,104,1.04,871,-3.29,0,False
3.84,4.49478972138369,4.669736853022372,8.0,-3.330263146977628,871,-3.29,96,0.96,867,-3.33,0,False
4.0,4.3127272465429405,4.6499055517940855,8.0,-3.3500944482059145,867,-3.33,107,1.07,865,-3.35,0,False
3.6,4.083567906122917,4.619261624934799,8.0,-3.380738375065201,865,-3.35,90,0.9,862,-3.38,0,False
3.88,4.369694147318418,4.588196191146246,8.0,-3.4118038088537537,862,-3.38,97,0.97,859,-3.41,0,False
4.0,2.6376009005426426,4.674103718305954,8.0,-3.325896281694046,859,-3.41,107,1.07,867,-3.33,0,False
3.52,4.091784892974927,4.6378705452654625,8.0,-3.3621294547345375,867,-3.33,88,0.88,864,-3.36,0,False
4.0,3.500643679599664,4.669449226423242,8.0,-3.330550773576758,864,-3.36,104,1.04,867,-3.33,0,False
4.0,4.396333325045256,4.644308651303865,8.0,-3.3556913486961353,867,-3.33,103,1.03,864,-3.36,0,False
4.0,3.503000222024461,4.675738056109387,8.0,-3.3242619438906127,864,-3.36,104,1.04,868,-3.32,0,False
3.8,4.643828541250593,4.622163586711333,8.0,-3.3778364132886667,868,-3.32,95,0.95,862,-3.38,0,False
3.88,3.281230264393264,4.660002056537518,8.0,-3.339997943462482,862,-3.38,97,0.97,866,-3.34,0,False
4.0,3.8464976687468115,4.669720554046593,8.0,-3.3302794459534066,866,-3.34,102,1.02,867,-3.33,0,False
4.0,3.9346773803188255,4.673857409161215,8.0,-3.326142590838785,867,-3.33,107,1.07,867,-3.33,0,False
1.76,1.8153288618235621,4.670378270363545,8.0,-3.3296217296364548,867,-3.33,44,0.44,867,-3.33,0,False
4.0,3.681790857028851,4.690512472352551,8.0,-3.309487527647449,867,-3.33,107,1.07,869,-3.31,0,False
3.76,3.6836851832700193,4.695341114202784,8.0,-3.304658885797216,869,-3.31,94,0.94,870,-3.3,0,False
4.0,3.691338343048835,4.7148705847947685,8.0,-3.2851294152052315,870,-3.3,102,1.02,871,-3.29,0,False
3.84,3.6949294558392727,4.724049257816369,8.0,-3.275950742183631,871,-3.29,96,0.96,872,-3.28,0,False
3.56,3.7340386024950214,4.713036109896584,8.0,-3.286963890103416,872,-3.28,89,0.89,871,-3.29,0,False
3.84,4.117118793111099,4.6954768303920105,8.0,-3.3045231696079895,871,-3.29,96,0.96,870,-3.3,0,False
4.0,3.521674589527341,4.725723394198618,8.0,-3.274276605801382,870,-3.3,102,1.02,873,-3.27,0,False
4.0,4.422119345730265,4.69894947492381,8.0,-3.3010505250761897,873,-3.27,107,1.07,870,-3.3,0,False
4.0,2.6681277605801905,4.782923473345011,8.0,-3.2170765266549894,870,-3.3,102,1.02,878,-3.22,0,False
4.0,4.151118871519836,4.7733490602589725,8.0,-3.2266509397410275,878,-3.22,105,1.05,877,-3.23,0,False
4.0,3.5499107982342557,4.801807452177522,8.0,-3.1981925478224777,877,-3.23,103,1.03,880,-3.2,0,False
3.84,4.452148260110937,4.762984595642405,8.0,-3.237015404357595,880,-3.2,96,0.96,876,-3.24,0,False
4.0,2.685622220519366,4.845850787130441,8.0,-3.1541492128695587,876,-3.24,106,1.06,885,-3.15,0,False
3.72,4.638661261207628,4.787558019113298,8.0,-3.2124419808867017,885,-3.15,93,0.93,879,-3.21,0,False
3.44,2.682697575844911,4.835302819331271,8.0,-3.164697180668729,879,-3.21,86,0.86,884,-3.16,0,False
4.0,4.642053867037325,4.794561987745865,8.0,-3.2054380122541346,884,-3.16,107,1.07,879,-3.21,0,False
3.44,2.6846063816557315,4.842186148006963,8.0,-3.157813851993037,879,-3.21,86,0.86,884,-3.16,0,False
2.6,4.138641175763139,4.744702750551531,8.0,-3.2552972494484687,884,-3.16,65,0.65,874,-3.26,0,False
3.96,3.5386330137316673,4.771346052792805,8.0,-3.228653947207195,874,-3.26,99,0.99,877,-3.23,0,False
4.0,3.549187263073851,4.799850260758575,8.0,-3.200149739241425,877,-3.23,103,1.03,880,-3.2,0,False
3.84,4.45125972431178,4.76108364149576,8.0,-3.23891635850424,880,-3.2,96,0.96,876,-3.24,0,False
3.6,0.04464672219896864,4.98332456609522,8.0,-3.01667543390478,876,-3.24,90,0.9,898,-3.02,0,False
4.0,4.321861456562641,4.962932161224026,8.0,-3.0370678387759744,898,-3.02,109,1.09,896,-3.04,0,False
3.88,4.827023924493215,4.902824940657458,8.0,-3.0971750593425416,896,-3.04,97,0.97,890,-3.1,0,False
3.64,4.406464526740981,4.8542360223380605,8.0,-3.1457639776619395,890,-3.1,91,0.91,885,-3.15,0,False
3.72,4.642601066413453,4.795694017085466,8.0,-3.2043059829145344,885,-3.15,93,0.93,880,-3.2,0,False
3.84,2.6917758514066823,4.868083219796132,8.0,-3.131916780203868,880,-3.2,96,0.96,887,-3.13,0,False
3.96,4.65623754630335,4.823906338237851,8.0,-3.176093661762149,887,-3.13,99,0.99,882,-3.18,0,False
4.0,2.7021628169988836,4.905725299589163,8.0,-3.0942747004108373,882,-3.18,102,1.02,891,-3.09,0,False
1.88,2.2537604904069095,4.88219609077134,8.0,-3.11780390922866,891,-3.09,47,0.47,888,-3.12,0,False
4.0,3.718831004366392,4.899979349067149,8.0,-3.1000206509328514,888,-3.12,100,1.0,890,-3.1,0,False
3.64,4.789556019544486,4.827009216142051,8.0,-3.1729907838579487,890,-3.1,91,0.91,883,-3.17,0,False
4.0,4.169734034749174,4.816256066046806,8.0,-3.1837439339531937,883,-3.17,100,1.0,882,-3.18,0,False
4.0,3.565375419314014,4.843735258493267,8.0,-3.1562647415067326,882,-3.18,102,1.02,884,-3.16,0,False
3.88,4.47228837172634,4.806174379666091,8.0,-3.193825620333909,884,-3.16,97,0.97,881,-3.19,0,False
3.68,2.6918826081657423,4.868469525277858,8.0,-3.131530474722142,881,-3.19,92,0.92,887,-3.13,0,False
3.96,4.656418454473379,4.824281191116072,8.0,-3.1757188088839277,887,-3.13,99,0.99,882,-3.18,0,False
4.0,2.7022642837809503,4.9060937288476625,8.0,-3.0939062711523375,882,-3.18,102,1.02,891,-3.09,0,False
2.92,3.0974171683231115,4.894894828431618,8.0,-3.1051051715683817,891,-3.09,73,0.73,889,-3.11,0,False
3.92,4.624854077779407,4.850179434355157,8.0,-3.149820565644843,889,-3.11,98,0.98,885,-3.15,0,False
3.72,4.640695482303339,4.79175797820309,8.0,-3.2082420217969103,885,-3.15,93,0.93,879,-3.21,0,False
3.44,3.97001810918602,4.758196668899666,8.0,-3.241803331100334,879,-3.21,86,0.86,876,-3.24,0,False
3.6,3.3217405056765665,4.775778400679324,8.0,-3.2242215993206758,876,-3.24,90,0.9,878,-3.22,0,False
4.0,3.977928845738539,4.777175955310367,8.0,-3.2228240446896326,878,-3.22,105,1.05,878,-3.22,0,False
3.56,2.725129620537874,4.829818955850878,8.0,-3.170181044149122,878,-3.22,89,0.89,883,-3.17,0,False
4.0,4.639477416365255,4.789241265355966,8.0,-3.210758734644034,883,-3.17,100,1.0,879,-3.21,0,False
3.44,3.2859832274973266,4.798971083033722,8.0,-3.201028916966278,879,-3.21,86,0.86,880,-3.2,0,False
3.84,2.6926661440106585,4.871303947695287,8.0,-3.128696052304713,880,-3.2,96,0.96,887,-3.13,0,False
3.96,4.657745615745683,4.827031596387302,8.0,-3.172968403612698,887,-3.13,99,0.99,883,-3.17,0,False
4.0,3.6983334843728697,4.84611254499023,8.0,-3.1538874550097704,883,-3.17,108,1.08,885,-3.15,0,False
2.8,2.774215179449076,4.847738594201788,8.0,-3.152261405798212,885,-3.15,70,0.7,885,-3.15,0,False
3.72,4.469510722214987,4.800207024174687,8.0,-3.1997929758253134,885,-3.15,93,0.93,880,-3.2,0,False
3.84,2.6930018416148833,4.872518645887809,8.0,-3.1274813541121906,880,-3.2,96,0.96,887,-3.13,0,False
3.96,4.187802847196822,4.858087535641198,8.0,-3.1419124643588017,887,-3.13,99,0.99,886,-3.14,0,False
4.0,4.652743860592966,4.816669838097437,8.0,-3.183330161902563,886,-3.14,101,1.01,882,-3.18,0,False
4.0,3.3069644367140025,4.860449053106438,8.0,-3.1395509468935616,882,-3.18,102,1.02,886,-3.14,0,False
4.0,2.7120368148316207,4.941642944540638,8.0,-3.0583570554593624,886,-3.14,101,1.01,894,-3.06,0,False
4.0,3.9145851100385314,4.947047946202767,8.0,-3.052952053797233,894,-3.06,105,1.05,895,-3.05,0,False
3.84,3.6085228701548644,4.961681018189402,8.0,-3.0383189818105976,895,-3.05,96,0.96,896,-3.04,0,False
3.88,4.525289718489756,4.920766021477165,8.0,-3.0792339785228346,896,-3.04,97,0.97,892,-3.08,0,False
4.0,2.7282579078292977,5.000933169716364,8.0,-2.9990668302836356,892,-3.08,106,1.06,900,-3.0,0,False
3.48,4.703954087711627,4.9232853971071915,8.0,-3.0767146028928085,900,-3.0,87,0.87,892,-3.08,0,False
4.0,3.9507979395147688,4.9263993916394595,8.0,-3.0736006083605405,892,-3.08,106,1.06,893,-3.07,0,False
4.0,4.038578335537477,4.923957079038538,8.0,-3.076042920961462,893,-3.07,103,1.03,892,-3.08,0,False
4.0,3.3861347929828374,4.962736177561424,8.0,-3.037263822438576,892,-3.08,106,1.06,896,-3.04,0,False
3.88,4.050050246826712,4.951971087861156,8.0,-3.048028912138844,896,-3.04,97,0.97,895,-3.05,0,False
3.84,3.392109328622783,4.980264600453297,8.0,-3.019735399546703,895,-3.05,96,0.96,898,-3.02,0,False
4.0,4.0600536104164995,4.976462994768104,8.0,-3.023537005231896,898,-3.02,109,1.09,898,-3.02,0,False
4.0,3.4036246649216575,5.014135128556887,8.0,-2.9858648714431126,898,-3.02,109,1.09,901,-2.99,0,False
4.0,4.073500811603861,5.009482465816069,8.0,-2.9905175341839314,901,-2.99,105,1.05,901,-2.99,0,False
4.0,3.0618657824925526,5.068673896984505,8.0,-2.931326103015495,901,-2.99,105,1.05,907,-2.93,0,False
3.32,3.99062882784408,5.026235973308099,8.0,-2.973764026691901,907,-2.93,83,0.83,903,-2.97,0,False
4.0,4.078294587985417,5.021279935470548,8.0,-2.978720064529452,903,-2.97,102,1.02,902,-2.98,0,False
4.0,3.065360281348914,5.080250237385637,8.0,-2.919749762614363,902,-2.98,109,1.09,908,-2.92,0,False
3.48,3.9990245746408037,5.0474066792843075,8.0,-2.9525933207156925,908,-2.92,87,0.87,905,-2.95,0,False
3.72,4.0796587092344385,5.024640593292866,8.0,-2.975359406707134,905,-2.95,93,0.93,902,-2.98,0,False
4.0,3.066355018552437,5.083547950143645,8.0,-2.916452049856355,902,-2.98,109,1.09,908,-2.92,0,False
3.48,4.000298856270517,5.050623887345441,8.0,-2.9493761126545586,908,-2.92,87,0.87,905,-2.95,0,False
0.16,1.6035076733756706,4.959948758290594,8.0,-3.0400512417094063,905,-2.95,4,0.04,896,-3.04,0,False
3.88,4.265480646605381,4.935528157544065,8.0,-3.0644718424559354,896,-3.04,97,0.97,894,-3.06,0,False
4.0,4.2152153215006045,4.92189564931545,8.0,-3.0781043506845496,894,-3.06,109,1.09,892,-3.08,0,False
4.0,4.682555021706855,4.878590591430545,8.0,-3.1214094085694546,892,-3.08,106,1.06,888,-3.12,0,False
4.0,3.327522648468845,4.9210683066466165,8.0,-3.0789316933533835,888,-3.12,100,1.0,892,-3.08,0,False
4.0,3.949930840452747,4.924237188642484,8.0,-3.0757628113575164,892,-3.08,106,1.06,892,-3.08,0,False
4.0,4.037713974098995,4.921849590295799,8.0,-3.078150409704201,892,-3.08,106,1.06,892,-3.08,0,False
4.0,3.3854309371499918,4.96067324014147,8.0,-3.03932675985853,892,-3.08,106,1.06,896,-3.04,0,False
3.88,4.049227839551055,4.949960185076691,8.0,-3.0500398149233092,896,-3.04,97,0.97,895,-3.05,0,False
3.84,3.391438883771215,4.978296110494705,8.0,-3.021703889505295,895,-3.05,96,0.96,898,-3.02,0,False
4.0,4.059270750587473,4.974544053260116,8.0,-3.025455946739884,898,-3.02,109,1.09,897,-3.03,0,False
3.88,3.4004668537554172,5.004835663105153,8.0,-2.995164336894847,897,-3.03,97,0.97,900,-3.0,0,False
3.48,4.056732406996354,4.9683265883042464,8.0,-3.0316734116957536,900,-3.0,87,0.87,897,-3.03,0,False
3.88,3.3983984954272874,4.998749053505524,8.0,-3.0012509464944763,897,-3.03,97,0.97,900,-3.0,0,False
3.48,4.054309278808683,4.962393090914136,8.0,-3.0376069090858637,900,-3.0,87,0.87,896,-3.04,0,False
3.88,3.3964234550717136,4.992940509511058,8.0,-3.007059490488942,896,-3.04,97,0.97,899,-3.01,0,False
4.0,4.065091245796081,4.988820069632544,8.0,-3.0111799303674562,899,-3.01,104,1.04,899,-3.01,0,False
4.0,3.0557359827052566,5.048399405237816,8.0,-2.9516005947621844,899,-3.01,104,1.04,905,-2.95,0,False
3.72,3.9925798105707693,5.031150266731494,8.0,-2.968849733268506,905,-2.95,93,0.93,903,-2.97,0,False
4.0,4.080239829409406,5.026071126466519,8.0,-2.973928873533481,903,-2.97,102,1.02,903,-2.97,0,False
4.0,3.066778352893597,5.084951695686458,8.0,-2.915048304313542,903,-2.97,102,1.02,908,-2.92,0,False
3.88,1.7815464486036452,5.216810365111214,8.0,-2.783189634888786,908,-2.92,97,0.97,922,-2.78,0,False
4.0,4.552707176310344,5.18178804453122,8.0,-2.8182119554687803,922,-2.78,101,1.01,918,-2.82,0,False
3.56,4.789421014500805,5.103814190976194,8.0,-2.896185809023806,918,-2.82,89,0.89,910,-2.9,0,False
4.0,4.020790532698646,5.1024986504907135,8.0,-2.8975013495092865,910,-2.9,104,1.04,910,-2.9,0,False
4.0,3.400846790659566,5.140336024386383,8.0,-2.859663975613617,910,-2.9,104,1.04,914,-2.86,0,False
3.24,4.016340286765951,5.091212629296074,8.0,-2.9087873707039256,914,-2.86,81,0.81,909,-2.91,0,False
3.96,3.3963684922390813,5.126807219279378,8.0,-2.873192780720622,909,-2.91,99,0.99,913,-2.87,0,False
3.44,4.01600425594272,5.090359984281586,8.0,-2.9096400157184137,913,-2.87,86,0.86,909,-2.91,0,False
3.96,3.396091851312959,5.125972075209813,8.0,-2.8740279247901874,909,-2.91,99,0.99,913,-2.87,0,False
3.88,2.466325128227842,5.214984784147521,8.0,-2.7850152158524786,913,-2.87,97,0.97,921,-2.79,0,False
3.68,4.807981728499116,5.143448364292361,8.0,-2.856551635707639,921,-2.79,92,0.92,914,-2.86,0,False
3.24,4.017537915384337,5.09424937073582,8.0,-2.9057506292641797,914,-2.86,81,0.81,909,-2.91,0,False
4.0,4.587507169158869,5.057005316601013,9.0,-3.942994683398987,809,-3.91,101,1.01,806,-3.94,0,False
3.48,4.295543298388104,5.00534531401461,9.0,-3.99465468598539,806,-3.94,87,0.87,801,-3.99,0,False
4.0,3.764196553703836,5.020257150419498,9.0,-3.979742849580502,801,-3.99,104,1.04,802,-3.98,0,False
4.0,3.769653580157161,5.034823642727933,9.0,-3.9651763572720666,802,-3.98,107,1.07,803,-3.97,0,False
3.68,3.7675793654215126,5.029285364709054,9.0,-3.970714635290946,803,-3.97,92,0.92,803,-3.97,0,False
3.68,3.765552381232641,5.023875233111208,9.0,-3.976124766888792,803,-3.97,92,0.92,802,-3.98,0,False
4.0,3.7709764649759783,5.0383580094783955,9.0,-3.9616419905216045,802,-3.98,107,1.07,804,-3.96,0,False
4.0,3.3358485157545683,5.080296904351175,9.0,-3.919703095648825,804,-3.96,100,1.0,808,-3.92,0,False
3.72,4.791086993823159,5.012346234607131,9.0,-3.987653765392869,808,-3.92,93,0.93,801,-3.99,0,False
4.0,3.766759520496778,5.027095873882581,9.0,-3.9729041261174194,801,-3.99,104,1.04,803,-3.97,0,False
0.12,4.65863727590808,4.739071831056818,9.0,-4.260928168943182,803,-3.97,3,0.03,774,-4.26,0,False
3.72,4.167209379717641,4.7107316590573145,9.0,-4.2892683409426855,774,-4.26,93,0.93,771,-4.29,0,False
3.72,3.9019784237968023,4.699209202292246,9.0,-4.300790797707754,771,-4.29,93,0.93,770,-4.3,0,False
4.0,3.904488824482203,4.705256748916155,9.0,-4.294743251083845,770,-4.3,104,1.04,771,-4.29,0,False
3.68,4.403454169081748,4.659367544966255,9.0,-4.340632455033745,771,-4.29,92,0.92,766,-4.34,0,False
4.0,4.056526781564744,4.655786084820523,9.0,-4.344213915179477,766,-4.34,106,1.06,766,-4.34,0,False
4.0,4.138916732322674,4.646981853379244,9.0,-4.353018146620756,766,-4.34,106,1.06,765,-4.35,0,False
0.2,1.3263171536842957,4.576268096279337,9.0,-4.423731903720663,765,-4.35,5,0.05,758,-4.42,0,False
3.96,3.6027570380078524,4.5988715846177675,9.0,-4.4011284153822325,758,-4.42,99,0.99,760,-4.4,0,False
4.0,4.1558544328689235,4.588991567533668,9.0,-4.411008432466332,760,-4.4,104,1.04,759,-4.41,0,False
4.0,3.9431809859813716,4.5925908383554015,9.0,-4.4074091616445985,759,-4.41,102,1.02,759,-4.41,0,False
4.0,4.568047094308429,4.556526546306945,9.0,-4.443473453693055,759,-4.41,102,1.02,756,-4.44,0,False
3.96,4.4255529990303035,4.526980880682332,9.0,-4.473019119317668,756,-4.44,99,0.99,753,-4.47,0,False
3.56,4.029270350145989,4.4972374374877635,9.0,-4.5027625625122365,753,-4.47,89,0.89,750,-4.5,0,False
4.0,3.98721700332934,4.498047545185691,9.0,-4.501952454814309,750,-4.5,105,1.05,750,-4.5,0,False
4.0,4.316873389433738,4.477941800707926,9.0,-4.522058199292074,750,-4.5,105,1.05,748,-4.52,0,False
0.92,1.5172052693196612,4.440416765829549,9.0,-4.559583234170451,748,-4.52,23,0.23,744,-4.56,0,False
3.64,3.870909169236688,4.425785991151227,9.0,-4.574214008848773,744,-4.56,91,0.91,743,-4.57,0,False
3.56,4.472462357783086,4.367836721320224,9.0,-4.632163278679776,743,-4.57,89,0.89,737,-4.63,0,False
4.0,4.0123201971864635,4.367055547036639,9.0,-4.632944452963361,737,-4.63,102,1.02,737,-4.63,0,False
4.0,4.336049222688047,4.345721811332051,9.0,-4.654278188667949,737,-4.63,102,1.02,735,-4.65,0,False
3.8,3.6723760700291854,4.353804408376344,9.0,-4.646195591623656,735,-4.65,95,0.95,735,-4.65,0,False
3.8,4.242854489742595,4.325697834264321,9.0,-4.674302165735679,735,-4.65,95,0.95,733,-4.67,0,False
4.0,3.9125864380180175,4.331239053580624,9.0,-4.668760946419376,733,-4.67,105,1.05,733,-4.67,0,False
4.0,3.915018817540424,4.33662603434968,9.0,-4.66337396565032,733,-4.67,105,1.05,734,-4.66,0,False
3.4,4.2225600278840565,4.284417639122285,9.0,-4.715582360877715,734,-4.66,85,0.85,728,-4.72,0,False
4.0,4.335919663579156,4.263085666190995,9.0,-4.736914333809005,728,-4.72,109,1.09,726,-4.74,0,False
3.6,4.312835039771178,4.2178151731809015,9.0,-4.7821848268190985,726,-4.74,90,0.9,722,-4.78,0,False
3.44,1.3761356558283038,4.347450009868169,9.0,-4.652549990131831,722,-4.78,86,0.86,735,-4.65,0,False
3.44,4.469701520644016,4.282035001881966,9.0,-4.717964998118034,735,-4.65,86,0.86,728,-4.72,0,False
4.0,4.214665764823247,4.2684093270348455,9.0,-4.7315906729651545,728,-4.72,109,1.09,727,-4.73,0,False
3.36,3.8693817996759448,4.236114746975597,9.0,-4.763885253024403,727,-4.73,84,0.84,724,-4.76,0,False
2.0,1.364782822595344,4.276014785130196,9.0,-4.723985214869804,724,-4.76,50,0.5,728,-4.72,0,False
4.0,3.0811346964150603,4.334088029637923,9.0,-4.665911970362077,728,-4.72,109,1.09,733,-4.67,0,False
4.0,3.997227810054186,4.3342638127516535,9.0,-4.6657361872483465,733,-4.67,105,1.05,733,-4.67,0,False
4.0,4.440827998513858,4.306263709054559,9.0,-4.693736290945441,733,-4.67,105,1.05,731,-4.69,0,False
4.0,3.620821013818045,4.330275060855374,9.0,-4.669724939144626,731,-4.69,100,1.0,733,-4.67,0,False
4.0,3.63058761976719,4.353667110890036,9.0,-4.646332889109964,733,-4.67,105,1.05,735,-4.65,0,False
3.8,3.1036537621137725,4.397673074533584,9.0,-4.602326925466416,735,-4.65,95,0.95,740,-4.6,0,False
4.0,4.025617234683081,4.396048866592726,9.0,-4.603951133407274,740,-4.6,108,1.08,740,-4.6,0,False
4.0,4.471574144638018,4.366099220376331,9.0,-4.633900779623669,740,-4.6,108,1.08,737,-4.63,0,False
4.0,4.0521360664480435,4.362792965631493,9.0,-4.637207034368507,737,-4.63,102,1.02,736,-4.64,0,False
4.0,3.8475170279582156,4.372455458530298,9.0,-4.627544541469702,736,-4.64,106,1.06,737,-4.63,0,False
4.0,3.851650717274474,4.381855868271452,9.0,-4.618144131728548,737,-4.63,102,1.02,738,-4.62,0,False
3.24,3.8350412011789383,4.344148725340254,9.0,-4.655851274659746,738,-4.62,81,0.81,734,-4.66,0,False
3.4,4.426711277471325,4.278933176125729,9.0,-4.721066823874271,734,-4.66,85,0.85,728,-4.72,0,False
2.36,2.11374990344247,4.294442857784291,9.0,-4.705557142215709,728,-4.72,59,0.59,729,-4.71,0,False
3.6,3.8072041793656446,4.281311046157217,9.0,-4.718688953842783,729,-4.71,90,0.9,728,-4.72,0,False
4.0,3.4892440772265965,4.313640726540564,9.0,-4.686359273459436,728,-4.72,109,1.09,731,-4.69,0,False
4.0,4.430519371908702,4.2862943575155334,9.0,-4.7137056424844666,731,-4.69,100,1.0,729,-4.71,0,False
3.6,3.6023241330516287,4.286147174616314,9.0,-4.713852825383686,729,-4.71,90,0.9,729,-4.71,0,False
3.6,3.075863987299187,4.319273398187051,9.0,-4.680726601812949,729,-4.71,90,0.9,732,-4.68,0,False
3.84,3.9860294749391607,4.310013417224285,9.0,-4.689986582775715,732,-4.68,96,0.96,731,-4.69,0,False
4.0,4.428703829982708,4.282782187740421,9.0,-4.717217812259579,731,-4.69,100,1.0,728,-4.72,0,False
4.0,4.014379930456983,4.281870145409638,9.0,-4.718129854590362,728,-4.72,109,1.09,728,-4.72,0,False
1.96,2.0676295805243634,4.2750922164927845,9.0,-4.7249077835072155,728,-4.72,49,0.49,728,-4.72,0,False
4.0,4.451083616724192,4.246433100809525,9.0,-4.753566899190475,728,-4.72,109,1.09,725,-4.75,0,False
4.0,4.3967628654313,4.221227759488178,9.0,-4.778772240511822,725,-4.75,104,1.04,722,-4.78,0,False
3.84,3.581855764208206,4.237576912108082,9.0,-4.762423087891918,722,-4.78,96,0.96,724,-4.76,0,False
4.0,3.067744584227198,4.296499334728783,9.0,-4.703500665271217,724,-4.76,109,1.09,730,-4.7,0,False
2.64,3.9413632484646715,4.213967518526371,9.0,-4.786032481473629,730,-4.7,66,0.66,721,-4.79,0,False
3.04,4.349396379223834,4.130773237694607,9.0,-4.869226762305393,721,-4.79,76,0.76,713,-4.87,0,False
3.28,1.279127759997832,4.256419736168831,9.0,-4.743580263831169,713,-4.87,82,0.82,726,-4.74,0,False
3.6,4.4286650711106335,4.203767821853582,9.0,-4.796232178146418,726,-4.74,90,0.9,720,-4.8,0,False
4.0,4.4542970629843035,4.174896065867187,9.0,-4.825103934132813,720,-4.8,106,1.06,717,-4.83,0,False
4.0,4.321106848176056,4.154497376277248,9.0,-4.845502623722752,717,-4.83,107,1.07,715,-4.85,0,False
4.0,3.757332629810664,4.169879801798534,9.0,-4.830120198201466,715,-4.85,109,1.09,717,-4.83,0,False
4.0,3.764064441449899,4.184835122217484,9.0,-4.815164877782516,717,-4.83,107,1.07,718,-4.82,0,False
3.8,3.765059958249904,4.187049853488674,9.0,-4.812950146511326,718,-4.82,95,0.95,719,-4.81,0,False
3.88,3.7682436839896614,4.194133643607616,9.0,-4.805866356392384,719,-4.81,97,0.97,719,-4.81,0,False
3.88,3.7713365398466503,4.201021309332064,9.0,-4.798978690667936,719,-4.81,97,0.97,720,-4.8,0,False
4.0,3.777657221084649,4.215114295733495,9.0,-4.784885704266505,720,-4.8,106,1.06,722,-4.78,0,False
3.84,3.459018978392179,4.2392321084657185,9.0,-4.7607678915342815,722,-4.78,96,0.96,724,-4.76,0,False
4.0,4.393131131358701,4.2142571413260095,9.0,-4.7857428586739905,724,-4.76,109,1.09,721,-4.79,0,False
3.32,3.9632307131107556,4.173453646461036,9.0,-4.826546353538964,721,-4.79,83,0.83,717,-4.83,0,False
4.0,3.964307305621678,4.175717869132383,9.0,-4.824282130867617,717,-4.83,107,1.07,718,-4.82,0,False
3.8,3.442304906571011,4.1983629731360645,9.0,-4.8016370268639355,718,-4.82,95,0.95,720,-4.8,0,False
4.0,3.5766121155269524,4.225178236945199,9.0,-4.774821763054801,720,-4.8,106,1.06,723,-4.77,0,False
4.0,3.063413216432235,4.284375371055501,9.0,-4.715624628944499,723,-4.77,109,1.09,728,-4.72,0,False
4.0,3.9748950454727785,4.285967393914616,9.0,-4.714032606085384,728,-4.72,109,1.09,729,-4.71,0,False
3.6,4.403876821631369,4.234901312162655,9.0,-4.765098687837345,729,-4.71,90,0.9,723,-4.77,0,False
4.0,3.591641840179287,4.2607632131738375,9.0,-4.7392367868261625,723,-4.77,109,1.09,726,-4.74,0,False
3.6,3.067012563843099,4.2944499590621,9.0,-4.7055500409379,726,-4.74,90,0.9,729,-4.71,0,False
3.6,3.9680000994678823,4.271113083494935,9.0,-4.728886916505065,729,-4.71,90,0.9,727,-4.73,0,False
3.36,4.388698907877675,4.205762153154864,9.0,-4.794237846845136,727,-4.73,84,0.84,721,-4.79,0,False
3.04,3.554531075790249,4.173172660261854,9.0,-4.826827339738146,721,-4.79,76,0.76,717,-4.83,0,False
4.0,3.045179954340836,4.233526343418065,9.0,-4.766473656581935,717,-4.83,107,1.07,723,-4.77,0,False
4.0,3.9519250819701472,4.236575260072078,9.0,-4.763424739927922,723,-4.77,109,1.09,724,-4.76,0,False
4.0,4.391790448335349,4.211685338806991,9.0,-4.788314661193009,724,-4.76,109,1.09,721,-4.79,0,False
3.04,3.556986675484669,4.178940616355294,9.0,-4.821059383644706,721,-4.79,76,0.76,718,-4.82,0,False
3.8,3.4435923941562647,4.201504101781963,9.0,-4.798495898218037,718,-4.82,95,0.95,720,-4.8,0,False
4.0,3.937392995146969,4.205474861918813,8.99,-4.784525138081187,721,-4.79,106,1.06,722,-4.78,0,False
4.0,4.37606721702376,4.1815823981138776,8.98,-4.798417601886123,723,-4.77,109,1.09,720,-4.8,0,False
3.04,3.4253804063547575,4.157183614410482,8.97,-4.812816385589518,721,-4.79,76,0.76,719,-4.81,0,False
4.0,3.9171935263803133,4.162435899531306,8.96,-4.797564100468695,720,-4.8,106,1.06,720,-4.8,0,False
3.04,3.8916874471576333,4.1084113607331885,8.950000000000001,-4.841588639266813,721,-4.79,76,0.76,716,-4.84,0,False
4.0,3.894847693494853,4.115081578796464,8.940000000000001,-4.824918421203537,717,-4.83,107,1.07,718,-4.82,0,False
3.88,3.8944146827030104,4.114167202260526,8.930000000000001,-4.815832797739476,719,-4.81,97,0.97,718,-4.82,0,False
3.88,3.893994506925356,4.113279477586931,8.920000000000002,-4.8067205224130705,719,-4.81,97,0.97,719,-4.81,0,False
4.0,3.8970836869407446,4.119807801637373,8.910000000000002,-4.790192198362629,720,-4.8,106,1.06,721,-4.79,0,False
3.84,3.8954202583137154,4.116292308996806,8.900000000000002,-4.783707691003196,722,-4.78,96,0.96,722,-4.78,0,False
4.0,4.29150538634553,4.097771980751563,8.890000000000002,-4.792228019248439,723,-4.77,109,1.09,721,-4.79,0,False
3.84,3.885284550818767,4.094899317525135,8.880000000000003,-4.785100682474868,722,-4.78,96,0.96,721,-4.79,0,False
